"gene_id","PN","PS","DN","DS","length","pathway_name","source"
"AET1Gv20268300",1,3,0,7,1351,"Propanoate metabolism","KEGG"
"AET1Gv20268300",1,3,0,7,1351,"Pyruvate metabolism","KEGG"
"AET1Gv20268300",1,3,0,7,1351,"Tryptophan metabolism","KEGG"
"AET1Gv20268300",1,3,0,7,1351,"Valine, leucine and isoleucine degradation","KEGG"
"AET1Gv20275800",0,2,1,4,1311,"Biosynthesis of secondary metabolites","KEGG"
"AET1Gv20275800",0,2,1,4,1311,"Biosynthesis of unsaturated fatty acids","KEGG"
"AET1Gv20275800",0,2,1,4,1311,"Carbon metabolism","KEGG"
"AET1Gv20275800",0,2,1,4,1311,"Fatty acid degradation","KEGG"
"AET1Gv20275800",0,2,1,4,1311,"Fatty acid metabolism","KEGG"
"AET1Gv20275800",0,2,1,4,1311,"Metabolic pathways","KEGG"
"AET1Gv20275800",0,2,1,4,1311,"Peroxisome","KEGG"
"AET1Gv20275800",0,2,1,4,1311,"Propanoate metabolism","KEGG"
"AET1Gv20275800",0,2,1,4,1311,"alpha-Linolenic acid metabolism","KEGG"
"AET1Gv20275800",0,2,1,4,1311,"beta-Alanine metabolism","KEGG"
"AET1Gv20288400",0,5,0,17,3105,"Carbohydrate metabolism","Reactome"
"AET1Gv20288400",0,5,0,17,3105,"Cellulose biosynthesis","Reactome"
"AET1Gv20288400",0,5,0,17,3105,"Metabolism and regulation","Reactome"
"AET1Gv20303700",0,1,0,1,816,"Proteasome","KEGG"
"AET1Gv20304300",1,2,1,7,1321,"Amino sugar and nucleotide sugar metabolism","KEGG"
"AET1Gv20304300",1,2,1,7,1321,"Biosynthesis of nucleotide sugars","KEGG"
"AET1Gv20304300",1,2,1,7,1321,"Biosynthesis of secondary metabolites","KEGG"
"AET1Gv20304300",1,2,1,7,1321,"Carbon metabolism","KEGG"
"AET1Gv20304300",1,2,1,7,1321,"Fructose and mannose metabolism","KEGG"
"AET1Gv20304300",1,2,1,7,1321,"Galactose metabolism","KEGG"
"AET1Gv20304300",1,2,1,7,1321,"Glycolysis / Gluconeogenesis","KEGG"
"AET1Gv20304300",1,2,1,7,1321,"Metabolic pathways","KEGG"
"AET1Gv20304300",1,2,1,7,1321,"Starch and sucrose metabolism","KEGG"
"AET1Gv20328300",0,1,0,1,1511,"Endocytosis","KEGG"
"AET1Gv20328300",0,1,0,1,1511,"Protein processing in endoplasmic reticulum","KEGG"
"AET1Gv20328300",0,1,0,1,1511,"Spliceosome","KEGG"
"AET1Gv20340000",0,2,0,0,1815,"RNA degradation","KEGG"
"AET1Gv20359900",0,1,0,1,736,"Cell cycle","Reactome"
"AET1Gv20359900",0,1,0,1,736,"Cellular processes","Reactome"
"AET1Gv20359900",0,1,0,1,736,"G1/S transition","Reactome"
"AET1Gv20359900",0,1,0,1,736,"Mitosis","Reactome"
"AET1Gv20372400",0,2,4,17,1693,"RNA degradation","KEGG"
"AET1Gv20375300",0,1,0,10,472,"Ribosome","KEGG"
"AET1Gv20380800",2,2,1,1,1657,"Biosynthesis of secondary metabolites","KEGG"
"AET1Gv20380800",2,2,1,1,1657,"Cutin, suberine and wax biosynthesis","KEGG"
"AET1Gv20380800",2,2,1,1,1657,"Glycerolipid metabolism","KEGG"
"AET1Gv20380800",2,2,1,1,1657,"Metabolic pathways","KEGG"
"AET1Gv20384800",2,2,1,12,2855,"Cornified envelope formation","KEGG"
"AET1Gv20384800",2,2,1,12,2855,"Metabolic pathways","KEGG"
"AET1Gv20384800",2,2,1,12,2855,"Other glycan degradation","KEGG"
"AET1Gv20384800",2,2,1,12,2855,"Sphingolipid metabolism","KEGG"
"AET1Gv20399000",2,2,1,9,1567,"Brassinosteroid signaling","Reactome"
"AET1Gv20399000",2,2,1,9,1567,"Cornified envelope formation","KEGG"
"AET1Gv20399000",2,2,1,9,1567,"Growth and developmental processes","Reactome"
"AET1Gv20399000",2,2,1,9,1567,"Hormone signaling, transport, and metabolism","Reactome"
"AET1Gv20399000",2,2,1,9,1567,"Metabolism and regulation","Reactome"
"AET1Gv20399000",2,2,1,9,1567,"Regulation of seed size","Reactome"
"AET1Gv20399000",2,2,1,9,1567,"Reproductive structure development","Reactome"
"AET1Gv20399000",2,2,1,9,1567,"Seed development","Reactome"
"AET1Gv20399000",2,2,1,9,1567,"mRNA surveillance pathway","KEGG"
"AET1Gv20402000",2,4,1,5,2824,"Nucleocytoplasmic transport","KEGG"
"AET1Gv20402000",2,4,1,5,2824,"Viral life cycle - HIV-1","KEGG"
"AET1Gv20406400",0,1,1,3,1367,"Auxin signalling","Reactome"
"AET1Gv20406400",0,1,1,3,1367,"Growth and developmental processes","Reactome"
"AET1Gv20406400",0,1,1,3,1367,"Hormone signaling, transport, and metabolism","Reactome"
"AET1Gv20406400",0,1,1,3,1367,"Metabolism and regulation","Reactome"
"AET1Gv20406400",0,1,1,3,1367,"Plant hormone signal transduction","KEGG"
"AET1Gv20406400",0,1,1,3,1367,"Regulation of seed size","Reactome"
"AET1Gv20406400",0,1,1,3,1367,"Reproductive structure development","Reactome"
"AET1Gv20406400",0,1,1,3,1367,"Seed development","Reactome"
"AET1Gv20420300",2,5,4,12,3255,"RNA polymerase","KEGG"
"AET1Gv20426400",2,2,1,12,1356,"Spliceosome","KEGG"
"AET1Gv20432400",0,3,0,19,1656,"Generation of precursor metabolites and energy","Reactome"
"AET1Gv20432400",0,3,0,19,1656,"Metabolism and regulation","Reactome"
"AET1Gv20432400",0,3,0,19,1656,"TCA cycle (plant)","Reactome"
"AET1Gv20473600",0,1,2,6,854,"Fanconi anemia pathway","KEGG"
"AET1Gv20473600",0,1,2,6,854,"Nucleotide excision repair","KEGG"
"AET1Gv20508600",1,2,2,7,1102,"Proteasome","KEGG"
"AET1Gv20510500",0,2,0,1,573,"Endocytosis","KEGG"
"AET1Gv20538400",1,1,3,8,1527,"Biosynthesis of amino acids","KEGG"
"AET1Gv20538400",1,1,3,8,1527,"Biosynthesis of secondary metabolites","KEGG"
"AET1Gv20538400",1,1,3,8,1527,"Carbon metabolism","KEGG"
"AET1Gv20538400",1,1,3,8,1527,"Glycolysis / Gluconeogenesis","KEGG"
"AET1Gv20538400",1,1,3,8,1527,"Metabolic pathways","KEGG"
"AET1Gv20538400",1,1,3,8,1527,"Pyruvate metabolism","KEGG"
"AET1Gv20543100",0,2,0,4,754,"Circadian rhythm","Reactome"
"AET1Gv20543100",0,2,0,4,754,"Circadian rhythm - plant","KEGG"
"AET1Gv20543100",0,2,0,4,754,"Polycomb repressive complex","KEGG"
"AET1Gv20543100",0,2,0,4,754,"Ribosome biogenesis in eukaryotes","KEGG"
"AET1Gv20545800",0,1,1,5,450,"Biosynthesis of cofactors","KEGG"
"AET1Gv20545800",0,1,1,5,450,"Biosynthesis of secondary metabolites","KEGG"
"AET1Gv20545800",0,1,1,5,450,"MAPK signaling pathway - plant","KEGG"
"AET1Gv20545800",0,1,1,5,450,"Metabolic pathways","KEGG"
"AET1Gv20545800",0,1,1,5,450,"Nucleotide metabolism","KEGG"
"AET1Gv20545800",0,1,1,5,450,"Purine metabolism","KEGG"
"AET1Gv20545800",0,1,1,5,450,"Pyrimidine metabolism","KEGG"
"AET1Gv20551000",0,1,0,5,918,"Autophagy - other","KEGG"
"AET1Gv20557800",0,1,1,6,983,"Biosynthesis of secondary metabolites","KEGG"
"AET1Gv20557800",0,1,1,6,983,"Chlorophyll a biosynthesis I","Reactome"
"AET1Gv20557800",0,1,1,6,983,"Cofactor biosyntheses","Reactome"
"AET1Gv20557800",0,1,1,6,983,"Metabolic pathways","KEGG"
"AET1Gv20557800",0,1,1,6,983,"Metabolism and regulation","Reactome"
"AET1Gv20557800",0,1,1,6,983,"Porphyrin metabolism","KEGG"
"AET1Gv20563900",4,11,5,14,7419,"Autophagy - other","KEGG"
"AET1Gv20563900",4,11,5,14,7419,"Integrin signaling","KEGG"
"AET1Gv20563900",4,11,5,14,7419,"Lysosome biogenesis","KEGG"
"AET1Gv20567000",1,3,11,14,2157,"Biosynthesis of secondary metabolites","KEGG"
"AET1Gv20567000",1,3,11,14,2157,"Fatty acid degradation","KEGG"
"AET1Gv20567000",1,3,11,14,2157,"Fatty acid metabolism","KEGG"
"AET1Gv20567000",1,3,11,14,2157,"Metabolic pathways","KEGG"
"AET1Gv20567000",1,3,11,14,2157,"alpha-Linolenic acid metabolism","KEGG"
"AET1Gv20586600",2,2,1,0,1131,"Lysosome biogenesis","KEGG"
"AET1Gv20597000",1,2,0,8,1174,"Basal transcription factors","KEGG"
"AET1Gv20597000",1,2,0,8,1174,"Nucleotide excision repair","KEGG"
"AET1Gv20620300",0,3,4,14,1217,"Biosynthesis of secondary metabolites","KEGG"
"AET1Gv20620300",0,3,4,14,1217,"Cofactor biosyntheses","Reactome"
"AET1Gv20620300",0,3,4,14,1217,"Metabolic pathways","KEGG"
"AET1Gv20620300",0,3,4,14,1217,"Metabolism and regulation","Reactome"
"AET1Gv20620300",0,3,4,14,1217,"Methylerythritol phosphate pathway","Reactome"
"AET1Gv20620300",0,3,4,14,1217,"Pyridoxal 5'-phosphate biosynthesis","Reactome"
"AET1Gv20620300",0,3,4,14,1217,"Terpenoid backbone biosynthesis","KEGG"
"AET1Gv20620300",0,3,4,14,1217,"Thiamine biosynthesis","Reactome"
"AET1Gv20620300",0,3,4,14,1217,"Thiamine metabolism","KEGG"
"AET1Gv20628200",0,2,0,7,1200,"IgSF CAM signaling","KEGG"
"AET1Gv20628200",0,2,0,7,1200,"Motor proteins","KEGG"
"AET1Gv20628200",0,2,0,7,1200,"Phagosome","KEGG"
"AET1Gv20646000",0,2,2,5,561,"Spliceosome","KEGG"
"AET1Gv20648700",0,2,1,3,602,"Maackiain biosynthesis","Reactome"
"AET1Gv20648700",0,2,1,3,602,"Medicarpin biosynthesis","Reactome"
"AET1Gv20648700",0,2,1,3,602,"Metabolism and regulation","Reactome"
"AET1Gv20648700",0,2,1,3,602,"Secondary metabolism","Reactome"
"AET1Gv20666300",0,3,0,3,339,"Ribosome","KEGG"
"AET1Gv20670000",2,1,3,10,1336,"Hormone signaling, transport, and metabolism","Reactome"
"AET1Gv20670000",2,1,3,10,1336,"Jasmonic acid signaling","Reactome"
"AET1Gv20670000",2,1,3,10,1336,"Metabolism and regulation","Reactome"
"AET1Gv20670000",2,1,3,10,1336,"Plant hormone signal transduction","KEGG"
"AET1Gv20675900",4,6,4,12,2139,"Amino acid biosynthesis","Reactome"
"AET1Gv20675900",4,6,4,12,2139,"Amino acid metabolism","Reactome"
"AET1Gv20675900",4,6,4,12,2139,"Arginine and proline metabolism","KEGG"
"AET1Gv20675900",4,6,4,12,2139,"Biosynthesis of amino acids","KEGG"
"AET1Gv20675900",4,6,4,12,2139,"Biosynthesis of secondary metabolites","KEGG"
"AET1Gv20675900",4,6,4,12,2139,"Citrulline biosynthesis","Reactome"
"AET1Gv20675900",4,6,4,12,2139,"Metabolic pathways","KEGG"
"AET1Gv20675900",4,6,4,12,2139,"Metabolism and regulation","Reactome"
"AET1Gv20675900",4,6,4,12,2139,"Proline biosynthesis I","Reactome"
"AET1Gv20682100",2,10,0,44,1941,"Endocytosis","KEGG"
"AET1Gv20682100",2,10,0,44,1941,"Protein processing in endoplasmic reticulum","KEGG"
"AET1Gv20682100",2,10,0,44,1941,"Spliceosome","KEGG"
"AET1Gv20713100",0,10,0,8,2026,"Activation of pre-replication complex","Reactome"
"AET1Gv20713100",0,10,0,8,2026,"Assembly of pre-replication complex","Reactome"
"AET1Gv20713100",0,10,0,8,2026,"Cell cycle","Reactome"
"AET1Gv20713100",0,10,0,8,2026,"Cellular processes","Reactome"
"AET1Gv20713100",0,10,0,8,2026,"DNA replication","KEGG"
"AET1Gv20713100",0,10,0,8,2026,"DNA replication Initiation","Reactome"
"AET1Gv20713100",0,10,0,8,2026,"G1/S transition","Reactome"
"AET1Gv20713100",0,10,0,8,2026,"Mitosis","Reactome"
"AET1Gv20713100",0,10,0,8,2026,"S phase","Reactome"
"AET1Gv20713100",0,10,0,8,2026,"Synthesis of DNA","Reactome"
"AET1Gv20719700",2,3,1,2,658,"Biosynthesis of secondary metabolites","KEGG"
"AET1Gv20719700",2,3,1,2,658,"Metabolic pathways","KEGG"
"AET1Gv20719700",2,3,1,2,658,"Tryptophan metabolism","KEGG"
"AET1Gv20722900",2,3,0,2,1836,"RNA degradation","KEGG"
"AET1Gv20730200",4,7,0,2,695,"Proteasome","KEGG"
"AET1Gv20733500",0,15,2,16,1341,"IgSF CAM signaling","KEGG"
"AET1Gv20733500",0,15,2,16,1341,"Motor proteins","KEGG"
"AET1Gv20733500",0,15,2,16,1341,"Phagosome","KEGG"
"AET1Gv20766500",0,3,2,2,1200,"Biosynthesis of secondary metabolites","KEGG"
"AET1Gv20766500",0,3,2,2,1200,"Fatty acid and lipid metabolism","Reactome"
"AET1Gv20766500",0,3,2,2,1200,"Glycerolipid metabolism","KEGG"
"AET1Gv20766500",0,3,2,2,1200,"Glycerophospholipid metabolism","KEGG"
"AET1Gv20766500",0,3,2,2,1200,"Metabolic pathways","KEGG"
"AET1Gv20766500",0,3,2,2,1200,"Metabolism and regulation","Reactome"
"AET1Gv20766500",0,3,2,2,1200,"Phospholipid biosynthesis I","Reactome"
"AET1Gv20790500",0,1,1,4,754,"Metabolic pathways","KEGG"
"AET1Gv20790500",0,1,1,4,754,"Oxidative phosphorylation","KEGG"
"AET1Gv20791600",0,1,0,3,667,"Basal transcription factors","KEGG"
"AET1Gv20813800",1,4,0,35,2321,"Biosynthesis of secondary metabolites","KEGG"
"AET1Gv20813800",1,4,0,35,2321,"Carbohydrate metabolism","Reactome"
"AET1Gv20813800",1,4,0,35,2321,"Metabolic pathways","KEGG"
"AET1Gv20813800",1,4,0,35,2321,"Metabolism and regulation","Reactome"
"AET1Gv20813800",1,4,0,35,2321,"Starch and sucrose metabolism","KEGG"
"AET1Gv20813800",1,4,0,35,2321,"Trehalose biosynthesis I","Reactome"
"AET1Gv20815500",4,4,1,27,1874,"Ribosome biogenesis in eukaryotes","KEGG"
"AET1Gv20871600",0,5,0,7,1151,"ATP-dependent chromatin remodeling","KEGG"
"AET1Gv20872500",4,4,1,2,1980,"Lysine degradation","KEGG"
"AET1Gv20872500",4,4,1,2,1980,"Metabolic pathways","KEGG"
"AET1Gv20904600",3,3,1,2,549,"Cysteine and methionine metabolism","KEGG"
"AET1Gv20904600",3,3,1,2,549,"Metabolic pathways","KEGG"
"AET1Gv20917400",0,13,0,18,1017,"Biosynthesis of secondary metabolites","KEGG"
"AET1Gv20917400",0,13,0,18,1017,"Fatty acid and lipid metabolism","Reactome"
"AET1Gv20917400",0,13,0,18,1017,"Glycerophospholipid metabolism","KEGG"
"AET1Gv20917400",0,13,0,18,1017,"Metabolic pathways","KEGG"
"AET1Gv20917400",0,13,0,18,1017,"Metabolism and regulation","Reactome"
"AET1Gv20917400",0,13,0,18,1017,"Phospholipid biosynthesis I","Reactome"
"AET1Gv20932800",10,25,3,24,2525,"Ubiquitin mediated proteolysis","KEGG"
"AET1Gv20940700",2,3,1,21,1305,"Carbohydrate metabolism","Reactome"
"AET1Gv20940700",2,3,1,21,1305,"Metabolism and regulation","Reactome"
"AET1Gv20940700",2,3,1,21,1305,"Xylan biosynthesis","Reactome"
"AET1Gv20955500",2,8,5,12,1794,"Inositol phosphate metabolism","KEGG"
"AET1Gv20955500",2,8,5,12,1794,"Metabolic pathways","KEGG"
"AET1Gv20955500",2,8,5,12,1794,"Phosphatidylinositol signaling system","KEGG"
"AET1Gv20961200",10,19,1,15,1134,"Amino sugar and nucleotide sugar metabolism","KEGG"
"AET1Gv20961200",10,19,1,15,1134,"Ascorbate and aldarate metabolism","KEGG"
"AET1Gv20961200",10,19,1,15,1134,"Ascorbate biosynthesis","Reactome"
"AET1Gv20961200",10,19,1,15,1134,"Biosynthesis of cofactors","KEGG"
"AET1Gv20961200",10,19,1,15,1134,"Biosynthesis of nucleotide sugars","KEGG"
"AET1Gv20961200",10,19,1,15,1134,"Biosynthesis of secondary metabolites","KEGG"
"AET1Gv20961200",10,19,1,15,1134,"Cofactor biosyntheses","Reactome"
"AET1Gv20961200",10,19,1,15,1134,"Metabolic pathways","KEGG"
"AET1Gv20961200",10,19,1,15,1134,"Metabolism and regulation","Reactome"
"AET1Gv20980100",0,4,3,8,1753,"Biosynthesis of cofactors","KEGG"
"AET1Gv20980100",0,4,3,8,1753,"Metabolic pathways","KEGG"
"AET1Gv20980100",0,4,3,8,1753,"Nucleotide metabolism","KEGG"
"AET1Gv20980100",0,4,3,8,1753,"Pyrimidine metabolism","KEGG"
"AET1Gv20998300",0,7,0,12,891,"Biosynthesis of secondary metabolites","KEGG"
"AET1Gv20998300",0,7,0,12,891,"Metabolism and regulation","Reactome"
"AET1Gv20998300",0,7,0,12,891,"Polyisoprenoid biosynthesis","Reactome"
"AET1Gv20998300",0,7,0,12,891,"Secondary metabolism","Reactome"
"AET1Gv20998300",0,7,0,12,891,"Terpenoid backbone biosynthesis","KEGG"
"AET1Gv21008600",4,6,2,27,1742,"Hormone signaling, transport, and metabolism","Reactome"
"AET1Gv21008600",4,6,2,27,1742,"Jasmonic acid signaling","Reactome"
"AET1Gv21008600",4,6,2,27,1742,"Metabolism and regulation","Reactome"
"AET1Gv21008600",4,6,2,27,1742,"Plant hormone signal transduction","KEGG"
"AET2Gv20053700",8,6,4,9,664,"Metabolic pathways","KEGG"
"AET2Gv20065800",0,5,0,9,1334,"2-Oxocarboxylic acid metabolism","KEGG"
"AET2Gv20065800",0,5,0,9,1334,"Amino acid catabolism","Reactome"
"AET2Gv20065800",0,5,0,9,1334,"Amino acid metabolism","Reactome"
"AET2Gv20065800",0,5,0,9,1334,"Biosynthesis of secondary metabolites","KEGG"
"AET2Gv20065800",0,5,0,9,1334,"Carbon metabolism","KEGG"
"AET2Gv20065800",0,5,0,9,1334,"Citrate cycle","KEGG"
"AET2Gv20065800",0,5,0,9,1334,"Generation of precursor metabolites and energy","Reactome"
"AET2Gv20065800",0,5,0,9,1334,"Lipoic acid metabolism","KEGG"
"AET2Gv20065800",0,5,0,9,1334,"Lysine degradation","KEGG"
"AET2Gv20065800",0,5,0,9,1334,"Lysine degradation II","Reactome"
"AET2Gv20065800",0,5,0,9,1334,"Metabolic pathways","KEGG"
"AET2Gv20065800",0,5,0,9,1334,"Metabolism and regulation","Reactome"
"AET2Gv20065800",0,5,0,9,1334,"TCA cycle (plant)","Reactome"
"AET2Gv20065800",0,5,0,9,1334,"Tryptophan metabolism","KEGG"
"AET2Gv20071800",0,3,1,4,902,"ATP-dependent chromatin remodeling","KEGG"
"AET2Gv20123000",0,4,4,13,393,"Arsenic uptake and detoxification","Reactome"
"AET2Gv20123000",0,4,4,13,393,"Response to heavy metals","Reactome"
"AET2Gv20123000",0,4,4,13,393,"Responses to stimuli: abiotic stimuli and stresses","Reactome"
"AET2Gv20125300",4,12,4,20,1589,"Biosynthesis of secondary metabolites","KEGG"
"AET2Gv20125300",4,12,4,20,1589,"Carbon metabolism","KEGG"
"AET2Gv20125300",4,12,4,20,1589,"Glutathione metabolism","KEGG"
"AET2Gv20125300",4,12,4,20,1589,"Metabolic pathways","KEGG"
"AET2Gv20125300",4,12,4,20,1589,"Pentose phosphate pathway","KEGG"
"AET2Gv20143300",1,3,3,8,1464,"mRNA surveillance pathway","KEGG"
"AET2Gv20143900",2,2,2,8,1407,"Metabolic pathways","KEGG"
"AET2Gv20143900",2,2,2,8,1407,"Nicotinate and nicotinamide metabolism","KEGG"
"AET2Gv20157200",16,8,5,25,3572,"mRNA surveillance pathway","KEGG"
"AET2Gv20164400",14,6,6,21,2825,"Nucleocytoplasmic transport","KEGG"
"AET2Gv20164900",0,1,3,4,675,"Biosynthesis of secondary metabolites","KEGG"
"AET2Gv20164900",0,1,3,4,675,"Biosynthesis of various plant secondary metabolites; Including: Crocin biosynthesis, Ginsenoside biosynthesis, Saponin adjuvant biosynthesis, Cannabidiol biosynthesis, Mugineic acid biosynthesis, Pentagalloylglucose biosynthesis, Benzoxazinoid biosynthesis, Gramine biosynthesis, Coumarin biosynthesis, Furanocoumarin biosynthesis, Hordatine biosynthesis, Podophyllotoxin biosynthesis","KEGG"
"AET2Gv20164900",0,1,3,4,675,"Metabolic pathways","KEGG"
"AET2Gv20193300",0,2,3,18,1276,"Nucleocytoplasmic transport","KEGG"
"AET2Gv20196400",0,4,5,18,1341,"Growth and developmental processes","Reactome"
"AET2Gv20196400",0,4,5,18,1341,"Inflorescence development","Reactome"
"AET2Gv20196400",0,4,5,18,1341,"Reproductive structure development","Reactome"
"AET2Gv20196400",0,4,5,18,1341,"Transition from vegetative to reproductive shoot apical meristem","Reactome"
"AET2Gv20196800",4,8,10,27,1640,"Amino sugar and nucleotide sugar metabolism","KEGG"
"AET2Gv20196800",4,8,10,27,1640,"Metabolic pathways","KEGG"
"AET2Gv20197000",0,3,2,6,735,"CMP-KDO biosynthesis II (from D-arabinose 5-phosphate)","Reactome"
"AET2Gv20197000",0,3,2,6,735,"Carbohydrate metabolism","Reactome"
"AET2Gv20197000",0,3,2,6,735,"Metabolism and regulation","Reactome"
"AET2Gv20222100",0,3,0,10,346,"Ribosome","KEGG"
"AET2Gv20233200",0,28,1,5,1390,"Carbohydrate metabolism","Reactome"
"AET2Gv20233200",0,28,1,5,1390,"Fructose and mannose metabolism","KEGG"
"AET2Gv20233200",0,28,1,5,1390,"Metabolic pathways","KEGG"
"AET2Gv20233200",0,28,1,5,1390,"Metabolism and regulation","Reactome"
"AET2Gv20233200",0,28,1,5,1390,"Pentose and glucuronate interconversions","KEGG"
"AET2Gv20233200",0,28,1,5,1390,"Xylose degradation","Reactome"
"AET2Gv20249300",3,6,5,8,2647,"Biosynthesis of secondary metabolites","KEGG"
"AET2Gv20249300",3,6,5,8,2647,"Metabolic pathways","KEGG"
"AET2Gv20249300",3,6,5,8,2647,"Starch and sucrose metabolism","KEGG"
"AET2Gv20263400",0,1,1,14,1276,"Selenocompound metabolism","KEGG"
"AET2Gv20327200",0,3,0,2,573,"Ribosome","KEGG"
"AET2Gv20342500",0,3,0,4,1353,"Lysosome biogenesis","KEGG"
"AET2Gv20346000",2,2,1,7,495,"Plant-pathogen interaction","KEGG"
"AET2Gv20350300",0,3,0,7,912,"Ribosome","KEGG"
"AET2Gv20352600",1,1,3,4,591,"Gibberellin signaling","Reactome"
"AET2Gv20352600",1,1,3,4,591,"Hormone signaling, transport, and metabolism","Reactome"
"AET2Gv20352600",1,1,3,4,591,"Jasmonic acid signaling","Reactome"
"AET2Gv20352600",1,1,3,4,591,"Metabolism and regulation","Reactome"
"AET2Gv20352600",1,1,3,4,591,"Plant hormone signal transduction","KEGG"
"AET2Gv20356000",1,4,4,7,2192,"Nucleocytoplasmic transport","KEGG"
"AET2Gv20375200",0,3,6,12,1002,"Biosynthesis of secondary metabolites","KEGG"
"AET2Gv20375200",0,3,6,12,1002,"Galactose metabolism","KEGG"
"AET2Gv20375200",0,3,6,12,1002,"Glycolysis / Gluconeogenesis","KEGG"
"AET2Gv20375200",0,3,6,12,1002,"Metabolic pathways","KEGG"
"AET2Gv20388400",0,2,1,3,1133,"Other types of O-glycan biosynthesis","KEGG"
"AET2Gv20390100",0,2,4,8,1811,"Ubiquitin mediated proteolysis","KEGG"
