"gene_id","PN","PS","DN","DS","length","pathway_name","source"
"TuG1812G0100000821.01",0,2,0,4,1326,"TCA cycle (plant)","Reactome"
"TuG1812G0100000821.01",0,2,0,4,1326,"Tryptophan metabolism","KEGG"
"TuG1812G0100000821.01",0,2,0,4,1326,"Valine, leucine and isoleucine degradation","KEGG"
"TuG1812G0100000823.01",0,1,0,7,1084,"Amino acid catabolism","Reactome"
"TuG1812G0100000823.01",0,1,0,7,1084,"Amino acid metabolism","Reactome"
"TuG1812G0100000823.01",0,1,0,7,1084,"Metabolic pathways","KEGG"
"TuG1812G0100000823.01",0,1,0,7,1084,"Metabolism and regulation","Reactome"
"TuG1812G0100000823.01",0,1,0,7,1084,"Valine degradation","Reactome"
"TuG1812G0100000823.01",0,1,0,7,1084,"Valine, leucine and isoleucine degradation","KEGG"
"TuG1812G0100000872.01",6,4,1,0,1442,"Inositol phosphate metabolism","KEGG"
"TuG1812G0100000872.01",6,4,1,0,1442,"Metabolic pathways","KEGG"
"TuG1812G0100000872.01",6,4,1,0,1442,"Phosphatidylinositol signaling system","KEGG"
"TuG1812G0100000889.01",0,2,0,1,1378,"Biosynthesis of secondary metabolites","KEGG"
"TuG1812G0100000889.01",0,2,0,1,1378,"Carotenoid biosynthesis","KEGG"
"TuG1812G0100000889.01",0,2,0,1,1378,"Metabolic pathways","KEGG"
"TuG1812G0100000961.01",0,2,0,3,1086,"Plant-pathogen interaction","KEGG"
"TuG1812G0100000966.01",2,5,10,18,1029,"Biosynthesis of secondary metabolites","KEGG"
"TuG1812G0100000966.01",2,5,10,18,1029,"Metabolic pathways","KEGG"
"TuG1812G0100000966.01",2,5,10,18,1029,"Phenylpropanoid biosynthesis","KEGG"
"TuG1812G0100001187.01",0,1,0,0,869,"Cadherin signaling","KEGG"
"TuG1812G0100001187.01",0,1,0,0,869,"mRNA surveillance pathway","KEGG"
"TuG1812G0100001236.01",0,1,1,8,1311,"Biosynthesis of secondary metabolites","KEGG"
"TuG1812G0100001236.01",0,1,1,8,1311,"Biosynthesis of unsaturated fatty acids","KEGG"
"TuG1812G0100001236.01",0,1,1,8,1311,"Carbon metabolism","KEGG"
"TuG1812G0100001236.01",0,1,1,8,1311,"Fatty acid degradation","KEGG"
"TuG1812G0100001236.01",0,1,1,8,1311,"Fatty acid metabolism","KEGG"
"TuG1812G0100001236.01",0,1,1,8,1311,"Metabolic pathways","KEGG"
"TuG1812G0100001236.01",0,1,1,8,1311,"Peroxisome","KEGG"
"TuG1812G0100001236.01",0,1,1,8,1311,"Propanoate metabolism","KEGG"
"TuG1812G0100001236.01",0,1,1,8,1311,"alpha-Linolenic acid metabolism","KEGG"
"TuG1812G0100001236.01",0,1,1,8,1311,"beta-Alanine metabolism","KEGG"
"TuG1812G0100001269.01",0,1,2,0,909,"RNA polymerase","KEGG"
"TuG1812G0100001291.01",0,2,0,0,1023,"Protein processing in endoplasmic reticulum","KEGG"
"TuG1812G0100001294.01",2,3,1,9,1453,"2-Oxocarboxylic acid metabolism","KEGG"
"TuG1812G0100001294.01",2,3,1,9,1453,"Biosynthesis of cofactors","KEGG"
"TuG1812G0100001294.01",2,3,1,9,1453,"Biosynthesis of secondary metabolites","KEGG"
"TuG1812G0100001294.01",2,3,1,9,1453,"Carbon metabolism","KEGG"
"TuG1812G0100001294.01",2,3,1,9,1453,"Citrate cycle","KEGG"
"TuG1812G0100001294.01",2,3,1,9,1453,"Glycine, serine and threonine metabolism","KEGG"
"TuG1812G0100001294.01",2,3,1,9,1453,"Glycolysis / Gluconeogenesis","KEGG"
"TuG1812G0100001294.01",2,3,1,9,1453,"Glyoxylate and dicarboxylate metabolism","KEGG"
"TuG1812G0100001294.01",2,3,1,9,1453,"Lipoic acid metabolism","KEGG"
"TuG1812G0100001294.01",2,3,1,9,1453,"Lysine degradation","KEGG"
"TuG1812G0100001294.01",2,3,1,9,1453,"Metabolic pathways","KEGG"
"TuG1812G0100001294.01",2,3,1,9,1453,"One carbon pool by folate","KEGG"
"TuG1812G0100001294.01",2,3,1,9,1453,"Propanoate metabolism","KEGG"
"TuG1812G0100001294.01",2,3,1,9,1453,"Pyruvate metabolism","KEGG"
"TuG1812G0100001294.01",2,3,1,9,1453,"Tryptophan metabolism","KEGG"
"TuG1812G0100001294.01",2,3,1,9,1453,"Valine, leucine and isoleucine degradation","KEGG"
"TuG1812G0100001317.01",0,1,0,1,1311,"Metabolic pathways","KEGG"
"TuG1812G0100001317.01",0,1,0,1,1311,"Purine metabolism","KEGG"
"TuG1812G0100001696.01",0,1,0,2,582,"Ribosome","KEGG"
"TuG1812G0100001725.01",1,1,5,3,4677,"Protein processing in endoplasmic reticulum","KEGG"
"TuG1812G0100001777.01",3,6,1,1,3588,"Response to cold temperature","Reactome"
"TuG1812G0100001777.01",3,6,1,1,3588,"Responses to stimuli: abiotic stimuli and stresses","Reactome"
"TuG1812G0100002056.01",0,2,1,3,1087,"Galactose metabolism","KEGG"
"TuG1812G0100002056.01",0,2,1,3,1087,"Glycerolipid metabolism","KEGG"
"TuG1812G0100002056.01",0,2,1,3,1087,"Glycosphingolipid biosynthesis - globo and isoglobo series","KEGG"
"TuG1812G0100002056.01",0,2,1,3,1087,"Metabolic pathways","KEGG"
"TuG1812G0100002056.01",0,2,1,3,1087,"Sphingolipid metabolism","KEGG"
"TuG1812G0100002324.01",4,2,1,2,1199,"Endocytosis","KEGG"
"TuG1812G0100002350.01",1,1,2,3,1126,"Amino acid biosynthesis","Reactome"
"TuG1812G0100002350.01",1,1,2,3,1126,"Amino acid metabolism","Reactome"
"TuG1812G0100002350.01",1,1,2,3,1126,"Chorismate biosynthesis","Reactome"
"TuG1812G0100002350.01",1,1,2,3,1126,"Metabolism and regulation","Reactome"
"TuG1812G0100002367.01",4,3,5,5,1155,"Proteasome","KEGG"
"TuG1812G0100002429.01",0,3,0,5,1571,"Alanine, aspartate and glutamate metabolism","KEGG"
"TuG1812G0100002429.01",0,3,0,5,1571,"Amino acid biosynthesis","Reactome"
"TuG1812G0100002429.01",0,3,0,5,1571,"Amino acid metabolism","Reactome"
"TuG1812G0100002429.01",0,3,0,5,1571,"Asparagine biosynthesis","Reactome"
"TuG1812G0100002429.01",0,3,0,5,1571,"Asparagine biosynthesis III","Reactome"
"TuG1812G0100002429.01",0,3,0,5,1571,"Biosynthesis of amino acids","KEGG"
"TuG1812G0100002429.01",0,3,0,5,1571,"Biosynthesis of secondary metabolites","KEGG"
"TuG1812G0100002429.01",0,3,0,5,1571,"Metabolic pathways","KEGG"
"TuG1812G0100002429.01",0,3,0,5,1571,"Metabolism and regulation","Reactome"
"TuG1812G0100002492.01",0,4,0,1,1103,"Amino acid catabolism","Reactome"
"TuG1812G0100002492.01",0,4,0,1,1103,"Amino acid metabolism","Reactome"
"TuG1812G0100002492.01",0,4,0,1,1103,"Carbon metabolism","KEGG"
"TuG1812G0100002492.01",0,4,0,1,1103,"Metabolic pathways","KEGG"
"TuG1812G0100002492.01",0,4,0,1,1103,"Metabolism and regulation","Reactome"
"TuG1812G0100002492.01",0,4,0,1,1103,"Propanoate metabolism","KEGG"
"TuG1812G0100002492.01",0,4,0,1,1103,"Valine degradation","Reactome"
"TuG1812G0100002492.01",0,4,0,1,1103,"Valine, leucine and isoleucine degradation","KEGG"
"TuG1812G0100002492.01",0,4,0,1,1103,"beta-Alanine metabolism","KEGG"
"TuG1812G0100002559.01",0,1,0,2,1117,"Amino acid biosynthesis","Reactome"
"TuG1812G0100002559.01",0,1,0,2,1117,"Amino acid metabolism","Reactome"
"TuG1812G0100002559.01",0,1,0,2,1117,"Biosynthesis of amino acids","KEGG"
"TuG1812G0100002559.01",0,1,0,2,1117,"Biosynthesis of secondary metabolites","KEGG"
"TuG1812G0100002559.01",0,1,0,2,1117,"Chorismate biosynthesis","Reactome"
"TuG1812G0100002559.01",0,1,0,2,1117,"Metabolic pathways","KEGG"
"TuG1812G0100002559.01",0,1,0,2,1117,"Metabolism and regulation","Reactome"
"TuG1812G0100002559.01",0,1,0,2,1117,"Phenylalanine, tyrosine and tryptophan biosynthesis","KEGG"
"TuG1812G0100002585.01",2,2,1,7,1310,"Biosynthesis of amino acids","KEGG"
"TuG1812G0100002585.01",2,2,1,7,1310,"Biosynthesis of cofactors","KEGG"
"TuG1812G0100002585.01",2,2,1,7,1310,"Biosynthesis of secondary metabolites","KEGG"
"TuG1812G0100002585.01",2,2,1,7,1310,"Carbon metabolism","KEGG"
"TuG1812G0100002585.01",2,2,1,7,1310,"Cyanoamino acid metabolism","KEGG"
"TuG1812G0100002585.01",2,2,1,7,1310,"Folate transport and metabolism","KEGG"
"TuG1812G0100002585.01",2,2,1,7,1310,"Glycine, serine and threonine metabolism","KEGG"
"TuG1812G0100002585.01",2,2,1,7,1310,"Glyoxylate and dicarboxylate metabolism","KEGG"
"TuG1812G0100002585.01",2,2,1,7,1310,"Metabolic pathways","KEGG"
"TuG1812G0100002585.01",2,2,1,7,1310,"One carbon pool by folate","KEGG"
"TuG1812G0100002597.01",0,2,0,4,948,"Autophagy - other","KEGG"
"TuG1812G0100002611.01",6,2,8,9,1678,"Other glycan degradation","KEGG"
"TuG1812G0100002623.01",0,4,0,2,1074,"Biosynthesis of cofactors","KEGG"
"TuG1812G0100002623.01",0,4,0,2,1074,"Biosynthesis of secondary metabolites","KEGG"
"TuG1812G0100002623.01",0,4,0,2,1074,"Metabolic pathways","KEGG"
"TuG1812G0100002623.01",0,4,0,2,1074,"Ubiquinone and other terpenoid-quinone biosynthesis","KEGG"
"TuG1812G0100002637.01",0,3,1,1,1131,"Biosynthesis of secondary metabolites","KEGG"
"TuG1812G0100002637.01",0,3,1,1,1131,"Chlorophyll a biosynthesis I","Reactome"
"TuG1812G0100002637.01",0,3,1,1,1131,"Cofactor biosyntheses","Reactome"
"TuG1812G0100002637.01",0,3,1,1,1131,"Metabolic pathways","KEGG"
"TuG1812G0100002637.01",0,3,1,1,1131,"Metabolism and regulation","Reactome"
"TuG1812G0100002637.01",0,3,1,1,1131,"Porphyrin metabolism","KEGG"
"TuG1812G0100002677.01",4,10,3,4,7425,"Autophagy - other","KEGG"
"TuG1812G0100002677.01",4,10,3,4,7425,"Integrin signaling","KEGG"
"TuG1812G0100002677.01",4,10,3,4,7425,"Lysosome biogenesis","KEGG"
"TuG1812G0100002696.01",1,1,6,6,2157,"Biosynthesis of secondary metabolites","KEGG"
"TuG1812G0100002696.01",1,1,6,6,2157,"Fatty acid degradation","KEGG"
"TuG1812G0100002696.01",1,1,6,6,2157,"Fatty acid metabolism","KEGG"
"TuG1812G0100002696.01",1,1,6,6,2157,"Metabolic pathways","KEGG"
"TuG1812G0100002696.01",1,1,6,6,2157,"alpha-Linolenic acid metabolism","KEGG"
"TuG1812G0100002715.01",1,1,2,1,1053,"RNA polymerase","KEGG"
"TuG1812G0100002997.01",0,2,1,7,664,"Biosynthesis of secondary metabolites","KEGG"
"TuG1812G0100002997.01",0,2,1,7,664,"Metabolic pathways","KEGG"
"TuG1812G0100002997.01",0,2,1,7,664,"Metabolism and regulation","Reactome"
"TuG1812G0100002997.01",0,2,1,7,664,"Mevalonate pathway","Reactome"
"TuG1812G0100002997.01",0,2,1,7,664,"Polyisoprenoid biosynthesis","Reactome"
"TuG1812G0100002997.01",0,2,1,7,664,"Secondary metabolism","Reactome"
"TuG1812G0100002997.01",0,2,1,7,664,"Terpenoid backbone biosynthesis","KEGG"
"TuG1812G0100003090.01",2,3,2,4,819,"MAPK signaling pathway - plant","KEGG"
"TuG1812G0100003090.01",2,3,2,4,819,"Plant hormone signal transduction","KEGG"
"TuG1812G0100003111.01",1,1,2,0,924,"Maackiain biosynthesis","Reactome"
"TuG1812G0100003111.01",1,1,2,0,924,"Medicarpin biosynthesis","Reactome"
"TuG1812G0100003111.01",1,1,2,0,924,"Metabolism and regulation","Reactome"
"TuG1812G0100003111.01",1,1,2,0,924,"Secondary metabolism","Reactome"
"TuG1812G0100003144.01",0,3,0,0,1061,"Motor proteins","KEGG"
"TuG1812G0100003177.01",3,3,1,7,1392,"Hormone signaling, transport, and metabolism","Reactome"
"TuG1812G0100003177.01",3,3,1,7,1392,"Jasmonic acid signaling","Reactome"
"TuG1812G0100003177.01",3,3,1,7,1392,"Metabolism and regulation","Reactome"
"TuG1812G0100003177.01",3,3,1,7,1392,"Plant hormone signal transduction","KEGG"
"TuG1812G0100003220.01",0,1,1,2,2142,"Amino acid biosynthesis","Reactome"
"TuG1812G0100003220.01",0,1,1,2,2142,"Amino acid metabolism","Reactome"
"TuG1812G0100003220.01",0,1,1,2,2142,"Arginine and proline metabolism","KEGG"
"TuG1812G0100003220.01",0,1,1,2,2142,"Biosynthesis of amino acids","KEGG"
"TuG1812G0100003220.01",0,1,1,2,2142,"Biosynthesis of secondary metabolites","KEGG"
"TuG1812G0100003220.01",0,1,1,2,2142,"Citrulline biosynthesis","Reactome"
"TuG1812G0100003220.01",0,1,1,2,2142,"Metabolic pathways","KEGG"
"TuG1812G0100003220.01",0,1,1,2,2142,"Metabolism and regulation","Reactome"
"TuG1812G0100003220.01",0,1,1,2,2142,"Proline biosynthesis I","Reactome"
"TuG1812G0100003259.01",0,3,2,31,1569,"Biosynthesis of cofactors","KEGG"
"TuG1812G0100003259.01",0,3,2,31,1569,"Biosynthesis of secondary metabolites","KEGG"
"TuG1812G0100003259.01",0,3,2,31,1569,"Cofactor biosyntheses","Reactome"
"TuG1812G0100003259.01",0,3,2,31,1569,"Flavin biosynthesis","Reactome"
"TuG1812G0100003259.01",0,3,2,31,1569,"Folate biosynthesis","KEGG"
"TuG1812G0100003259.01",0,3,2,31,1569,"Metabolic pathways","KEGG"
"TuG1812G0100003259.01",0,3,2,31,1569,"Metabolism and regulation","Reactome"
"TuG1812G0100003259.01",0,3,2,31,1569,"Riboflavin metabolism","KEGG"
"TuG1812G0100003426.01",0,1,2,6,1836,"RNA degradation","KEGG"
"TuG1812G0100003497.01",0,1,0,7,1245,"IgSF CAM signaling","KEGG"
"TuG1812G0100003497.01",0,1,0,7,1245,"Motor proteins","KEGG"
"TuG1812G0100003497.01",0,1,0,7,1245,"Phagosome","KEGG"
"TuG1812G0100003600.01",0,2,2,6,1200,"Biosynthesis of secondary metabolites","KEGG"
"TuG1812G0100003600.01",0,2,2,6,1200,"Fatty acid and lipid metabolism","Reactome"
"TuG1812G0100003600.01",0,2,2,6,1200,"Glycerolipid metabolism","KEGG"
"TuG1812G0100003600.01",0,2,2,6,1200,"Glycerophospholipid metabolism","KEGG"
"TuG1812G0100003600.01",0,2,2,6,1200,"Metabolic pathways","KEGG"
"TuG1812G0100003600.01",0,2,2,6,1200,"Metabolism and regulation","Reactome"
"TuG1812G0100003600.01",0,2,2,6,1200,"Phospholipid biosynthesis I","Reactome"
"TuG1812G0100003759.01",4,2,2,6,870,"Arginine and proline metabolism","KEGG"
"TuG1812G0100003759.01",4,2,2,6,870,"Metabolic pathways","KEGG"
"TuG1812G0100003774.01",2,2,2,8,2248,"Biosynthesis of secondary metabolites","KEGG"
"TuG1812G0100003774.01",2,2,2,8,2248,"Metabolic pathways","KEGG"
"TuG1812G0100003774.01",2,2,2,8,2248,"Starch and sucrose metabolism","KEGG"
"TuG1812G0100003827.01",1,2,0,2,1992,"Ribosome biogenesis in eukaryotes","KEGG"
"TuG1812G0100004020.01",0,2,0,5,1505,"RNA degradation","KEGG"
"TuG1812G0100004292.01",2,2,0,0,1416,"Hormone signaling, transport, and metabolism","Reactome"
"TuG1812G0100004292.01",2,2,0,0,1416,"Jasmonic acid signaling","Reactome"
"TuG1812G0100004292.01",2,2,0,0,1416,"Metabolism and regulation","Reactome"
"TuG1812G0100004489.01",2,17,3,26,1683,"2-Oxocarboxylic acid metabolism","KEGG"
"TuG1812G0100004489.01",2,17,3,26,1683,"Amino acid biosynthesis","Reactome"
"TuG1812G0100004489.01",2,17,3,26,1683,"Amino acid metabolism","Reactome"
"TuG1812G0100004489.01",2,17,3,26,1683,"Biosynthesis of amino acids","KEGG"
"TuG1812G0100004489.01",2,17,3,26,1683,"Biosynthesis of secondary metabolites","KEGG"
"TuG1812G0100004489.01",2,17,3,26,1683,"Isoleucine biosynthesis from threonine","Reactome"
"TuG1812G0100004489.01",2,17,3,26,1683,"Metabolic pathways","KEGG"
"TuG1812G0100004489.01",2,17,3,26,1683,"Metabolism and regulation","Reactome"
"TuG1812G0100004489.01",2,17,3,26,1683,"Pantothenate and CoA biosynthesis","KEGG"
"TuG1812G0100004489.01",2,17,3,26,1683,"Valine biosynthesis","Reactome"
"TuG1812G0100004489.01",2,17,3,26,1683,"Valine, leucine and isoleucine biosynthesis","KEGG"
"TuG1812G0100004628.01",0,2,0,21,1053,"Biosynthesis of secondary metabolites","KEGG"
"TuG1812G0100004628.01",0,2,0,21,1053,"Metabolism and regulation","Reactome"
"TuG1812G0100004628.01",0,2,0,21,1053,"Polyisoprenoid biosynthesis","Reactome"
"TuG1812G0100004628.01",0,2,0,21,1053,"Secondary metabolism","Reactome"
"TuG1812G0100004628.01",0,2,0,21,1053,"Terpenoid backbone biosynthesis","KEGG"
"TuG1812G0100004811.01",0,6,0,28,3240,"Nucleotide excision repair","KEGG"
"TuG1812G0100004811.01",0,6,0,28,3240,"Ubiquitin mediated proteolysis","KEGG"
"TuG1812G0200000032.01",0,14,0,12,2112,"Ethylene biosynthesis and signaling","Reactome"
"TuG1812G0200000032.01",0,14,0,12,2112,"Ethylene mediated signaling","Reactome"
"TuG1812G0200000032.01",0,14,0,12,2112,"Hormone signaling, transport, and metabolism","Reactome"
"TuG1812G0200000032.01",0,14,0,12,2112,"MAPK signaling pathway - plant","KEGG"
"TuG1812G0200000032.01",0,14,0,12,2112,"Metabolism and regulation","Reactome"
"TuG1812G0200000032.01",0,14,0,12,2112,"Plant hormone signal transduction","KEGG"
"TuG1812G0200000083.01",6,3,5,7,1149,"Amino sugar and nucleotide sugar metabolism","KEGG"
"TuG1812G0200000083.01",6,3,5,7,1149,"Biosynthesis of nucleotide sugars","KEGG"
"TuG1812G0200000083.01",6,3,5,7,1149,"Biosynthesis of secondary metabolites","KEGG"
"TuG1812G0200000083.01",6,3,5,7,1149,"Carbohydrate metabolism","Reactome"
"TuG1812G0200000083.01",6,3,5,7,1149,"Carbon metabolism","KEGG"
"TuG1812G0200000083.01",6,3,5,7,1149,"Fructose and mannose metabolism","KEGG"
"TuG1812G0200000083.01",6,3,5,7,1149,"Galactose metabolism","KEGG"
"TuG1812G0200000083.01",6,3,5,7,1149,"Glycolysis / Gluconeogenesis","KEGG"
"TuG1812G0200000083.01",6,3,5,7,1149,"Metabolic pathways","KEGG"
"TuG1812G0200000083.01",6,3,5,7,1149,"Metabolism and regulation","Reactome"
"TuG1812G0200000083.01",6,3,5,7,1149,"Plastid glycolysis","Reactome"
"TuG1812G0200000083.01",6,3,5,7,1149,"Starch and sucrose metabolism","KEGG"
"TuG1812G0200000083.01",6,3,5,7,1149,"Trehalose degradation II","Reactome"
"TuG1812G0200000124.01",1,4,1,11,1120,"2-Oxocarboxylic acid metabolism","KEGG"
"TuG1812G0200000124.01",1,4,1,11,1120,"Biosynthesis of secondary metabolites","KEGG"
"TuG1812G0200000124.01",1,4,1,11,1120,"Carbon metabolism","KEGG"
"TuG1812G0200000124.01",1,4,1,11,1120,"Citrate cycle","KEGG"
"TuG1812G0200000124.01",1,4,1,11,1120,"Glycolysis / Gluconeogenesis","KEGG"
"TuG1812G0200000124.01",1,4,1,11,1120,"Lipoic acid metabolism","KEGG"
"TuG1812G0200000124.01",1,4,1,11,1120,"Metabolic pathways","KEGG"
"TuG1812G0200000124.01",1,4,1,11,1120,"Pyruvate metabolism","KEGG"
"TuG1812G0200000308.01",0,5,0,1,1604,"ABC transporters","KEGG"
"TuG1812G0200000313.01",0,2,0,3,1730,"ATP-dependent chromatin remodeling","KEGG"
"TuG1812G0200000436.01",1,12,1,4,1335,"2-Oxocarboxylic acid metabolism","KEGG"
"TuG1812G0200000436.01",1,12,1,4,1335,"Amino acid catabolism","Reactome"
"TuG1812G0200000436.01",1,12,1,4,1335,"Amino acid metabolism","Reactome"
"TuG1812G0200000436.01",1,12,1,4,1335,"Biosynthesis of secondary metabolites","KEGG"
"TuG1812G0200000436.01",1,12,1,4,1335,"Carbon metabolism","KEGG"
"TuG1812G0200000436.01",1,12,1,4,1335,"Citrate cycle","KEGG"
"TuG1812G0200000436.01",1,12,1,4,1335,"Generation of precursor metabolites and energy","Reactome"
"TuG1812G0200000436.01",1,12,1,4,1335,"Lipoic acid metabolism","KEGG"
"TuG1812G0200000436.01",1,12,1,4,1335,"Lysine degradation","KEGG"
"TuG1812G0200000436.01",1,12,1,4,1335,"Lysine degradation II","Reactome"
"TuG1812G0200000436.01",1,12,1,4,1335,"Metabolic pathways","KEGG"
"TuG1812G0200000436.01",1,12,1,4,1335,"Metabolism and regulation","Reactome"
"TuG1812G0200000436.01",1,12,1,4,1335,"TCA cycle (plant)","Reactome"
"TuG1812G0200000436.01",1,12,1,4,1335,"Tryptophan metabolism","KEGG"
"TuG1812G0200000455.01",0,8,3,8,1147,"Biosynthesis of secondary metabolites","KEGG"
"TuG1812G0200000455.01",0,8,3,8,1147,"Biosynthesis of various plant secondary metabolites; Including: Crocin biosynthesis, Ginsenoside biosynthesis, Saponin adjuvant biosynthesis, Cannabidiol biosynthesis, Mugineic acid biosynthesis, Pentagalloylglucose biosynthesis, Benzoxazinoid biosynthesis, Gramine biosynthesis, Coumarin biosynthesis, Furanocoumarin biosynthesis, Hordatine biosynthesis, Podophyllotoxin biosynthesis","KEGG"
"TuG1812G0200000455.01",0,8,3,8,1147,"Cyanoamino acid metabolism","KEGG"
"TuG1812G0200000455.01",0,8,3,8,1147,"Metabolic pathways","KEGG"
"TuG1812G0200000455.01",0,8,3,8,1147,"Starch and sucrose metabolism","KEGG"
"TuG1812G0200000465.01",0,1,0,1,909,"ATP-dependent chromatin remodeling","KEGG"
"TuG1812G0200000477.01",0,5,0,16,1617,"RNA degradation","KEGG"
"TuG1812G0200000780.01",0,3,2,6,1470,"mRNA surveillance pathway","KEGG"
"TuG1812G0200000879.01",0,5,0,7,2204,"Biosynthesis of secondary metabolites","KEGG"
"TuG1812G0200000879.01",0,5,0,7,2204,"Cytoskeleton in muscle cells","KEGG"
"TuG1812G0200000879.01",0,5,0,7,2204,"Metabolic pathways","KEGG"
"TuG1812G0200000879.01",0,5,0,7,2204,"Nucleotide metabolism","KEGG"
"TuG1812G0200000879.01",0,5,0,7,2204,"Purine metabolism","KEGG"
"TuG1812G0200000982.01",1,2,3,1,1728,"Ribosome biogenesis in eukaryotes","KEGG"
"TuG1812G0200001290.01",0,9,0,5,2763,"Biosynthesis of secondary metabolites","KEGG"
"TuG1812G0200001290.01",0,9,0,5,2763,"Metabolic pathways","KEGG"
"TuG1812G0200001290.01",0,9,0,5,2763,"Starch and sucrose metabolism","KEGG"
"TuG1812G0200001377.01",3,4,1,4,1015,"Biosynthesis of cofactors","KEGG"
"TuG1812G0200001377.01",3,4,1,4,1015,"Biotin metabolism","KEGG"
"TuG1812G0200001377.01",3,4,1,4,1015,"Fatty acid biosynthesis","KEGG"
"TuG1812G0200001377.01",3,4,1,4,1015,"Fatty acid metabolism","KEGG"
"TuG1812G0200001377.01",3,4,1,4,1015,"Metabolic pathways","KEGG"
"TuG1812G0200001382.01",0,1,4,19,1203,"Biosynthesis of secondary metabolites","KEGG"
"TuG1812G0200001382.01",0,1,4,19,1203,"Biosynthesis of various plant secondary metabolites; Including: Crocin biosynthesis, Ginsenoside biosynthesis, Saponin adjuvant biosynthesis, Cannabidiol biosynthesis, Mugineic acid biosynthesis, Pentagalloylglucose biosynthesis, Benzoxazinoid biosynthesis, Gramine biosynthesis, Coumarin biosynthesis, Furanocoumarin biosynthesis, Hordatine biosynthesis, Podophyllotoxin biosynthesis","KEGG"
"TuG1812G0200001382.01",0,1,4,19,1203,"Cyanoamino acid metabolism","KEGG"
"TuG1812G0200001382.01",0,1,4,19,1203,"Metabolic pathways","KEGG"
"TuG1812G0200001382.01",0,1,4,19,1203,"Starch and sucrose metabolism","KEGG"
"TuG1812G0200001495.01",4,2,1,0,1278,"Spliceosome","KEGG"
"TuG1812G0200001677.01",0,5,0,6,1371,"Biosynthesis of secondary metabolites","KEGG"
