"gene_id","PN","PS","DN","DS","length","pathway_name","source"
"Ammut_EIv1.0_0028020",12,43,7,23,1014,"Phenylpropanoid biosynthesis","KEGG"
"Ammut_EIv1.0_0029920",4,20,13,6,1503,"Glycosylphosphatidylinositol","KEGG"
"Ammut_EIv1.0_0029920",4,20,13,6,1503,"Metabolic pathways","KEGG"
"Ammut_EIv1.0_0030190",12,35,9,8,2630,"Other glycan degradation","KEGG"
"Ammut_EIv1.0_0030250",3,16,0,2,2441,"Brassinosteroid signaling","Reactome"
"Ammut_EIv1.0_0030250",3,16,0,2,2441,"Growth and developmental processes","Reactome"
"Ammut_EIv1.0_0030250",3,16,0,2,2441,"Hormone signaling, transport, and metabolism","Reactome"
"Ammut_EIv1.0_0030250",3,16,0,2,2441,"Metabolism and regulation","Reactome"
"Ammut_EIv1.0_0030250",3,16,0,2,2441,"Regulation of seed size","Reactome"
"Ammut_EIv1.0_0030250",3,16,0,2,2441,"Reproductive structure development","Reactome"
"Ammut_EIv1.0_0030250",3,16,0,2,2441,"Seed development","Reactome"
"Ammut_EIv1.0_0030500",7,5,4,13,1335,"Cytoskeleton in muscle cells","KEGG"
"Ammut_EIv1.0_0031330",5,10,1,0,913,"Amino acid biosynthesis","Reactome"
"Ammut_EIv1.0_0031330",5,10,1,0,913,"Amino acid metabolism","Reactome"
"Ammut_EIv1.0_0031330",5,10,1,0,913,"Biosynthesis of amino acids","KEGG"
"Ammut_EIv1.0_0031330",5,10,1,0,913,"Biosynthesis of secondary metabolites","KEGG"
"Ammut_EIv1.0_0031330",5,10,1,0,913,"Lysine biosynthesis","KEGG"
"Ammut_EIv1.0_0031330",5,10,1,0,913,"Lysine biosynthesis I","Reactome"
"Ammut_EIv1.0_0031330",5,10,1,0,913,"Lysine biosynthesis II","Reactome"
"Ammut_EIv1.0_0031330",5,10,1,0,913,"Lysine biosynthesis VI","Reactome"
"Ammut_EIv1.0_0031330",5,10,1,0,913,"Metabolic pathways","KEGG"
"Ammut_EIv1.0_0031330",5,10,1,0,913,"Metabolism and regulation","Reactome"
"Ammut_EIv1.0_0031330",5,10,1,0,913,"Monobactam biosynthesis","KEGG"
"Ammut_EIv1.0_0032500",0,16,0,5,1342,"Cornified envelope formation","KEGG"
"Ammut_EIv1.0_0032500",0,16,0,5,1342,"mRNA surveillance pathway","KEGG"
"Ammut_EIv1.0_0032770",1,1,16,17,2991,"Biosynthesis of secondary metabolites","KEGG"
"Ammut_EIv1.0_0032770",1,1,16,17,2991,"Carbohydrate metabolism","Reactome"
"Ammut_EIv1.0_0032770",1,1,16,17,2991,"Gravitropism under normal or artificial gravity environments","Reactome"
"Ammut_EIv1.0_0032770",1,1,16,17,2991,"Growth and developmental processes","Reactome"
"Ammut_EIv1.0_0032770",1,1,16,17,2991,"Metabolic pathways","KEGG"
"Ammut_EIv1.0_0032770",1,1,16,17,2991,"Metabolism and regulation","Reactome"
"Ammut_EIv1.0_0032770",1,1,16,17,2991,"Regulatory network of nutrient accumulation","Reactome"
"Ammut_EIv1.0_0032770",1,1,16,17,2991,"Reproductive structure development","Reactome"
"Ammut_EIv1.0_0032770",1,1,16,17,2991,"Responses to stimuli: abiotic stimuli and stresses","Reactome"
"Ammut_EIv1.0_0032770",1,1,16,17,2991,"Root gravitropism","Reactome"
"Ammut_EIv1.0_0032770",1,1,16,17,2991,"Seed development","Reactome"
"Ammut_EIv1.0_0032770",1,1,16,17,2991,"Starch and sucrose metabolism","KEGG"
"Ammut_EIv1.0_0032770",1,1,16,17,2991,"Starch biosynthesis","Reactome"
"Ammut_EIv1.0_0033060",0,7,1,6,795,"Ribosome","KEGG"
"Ammut_EIv1.0_0034310",1,13,1,3,732,"Spliceosome","KEGG"
"Ammut_EIv1.0_0034500",0,6,0,3,564,"Ribosome","KEGG"
"Ammut_EIv1.0_0034510",18,9,7,17,1914,"MAPK signaling pathway - plant","KEGG"
"Ammut_EIv1.0_0034510",18,9,7,17,1914,"Plant hormone signal transduction","KEGG"
"Ammut_EIv1.0_0035020",0,21,0,7,1449,"2-Oxocarboxylic acid metabolism","KEGG"
"Ammut_EIv1.0_0035020",0,21,0,7,1449,"Biosynthesis of cofactors","KEGG"
"Ammut_EIv1.0_0035020",0,21,0,7,1449,"Biosynthesis of secondary metabolites","KEGG"
"Ammut_EIv1.0_0035020",0,21,0,7,1449,"Carbon metabolism","KEGG"
"Ammut_EIv1.0_0035020",0,21,0,7,1449,"Citrate cycle","KEGG"
"Ammut_EIv1.0_0035020",0,21,0,7,1449,"Glycine, serine and threonine metabolism","KEGG"
"Ammut_EIv1.0_0035020",0,21,0,7,1449,"Glycolysis / Gluconeogenesis","KEGG"
"Ammut_EIv1.0_0035020",0,21,0,7,1449,"Glyoxylate and dicarboxylate metabolism","KEGG"
"Ammut_EIv1.0_0035020",0,21,0,7,1449,"Lipoic acid metabolism","KEGG"
"Ammut_EIv1.0_0035020",0,21,0,7,1449,"Lysine degradation","KEGG"
"Ammut_EIv1.0_0035020",0,21,0,7,1449,"Metabolic pathways","KEGG"
"Ammut_EIv1.0_0035020",0,21,0,7,1449,"One carbon pool by folate","KEGG"
"Ammut_EIv1.0_0035020",0,21,0,7,1449,"Propanoate metabolism","KEGG"
"Ammut_EIv1.0_0035020",0,21,0,7,1449,"Pyruvate metabolism","KEGG"
"Ammut_EIv1.0_0035020",0,21,0,7,1449,"Tryptophan metabolism","KEGG"
"Ammut_EIv1.0_0035020",0,21,0,7,1449,"Valine, leucine and isoleucine degradation","KEGG"
"Ammut_EIv1.0_0035470",2,8,2,12,3037,"Ubiquitin mediated proteolysis","KEGG"
"Ammut_EIv1.0_0035560",1,17,0,3,1366,"2-Oxocarboxylic acid metabolism","KEGG"
"Ammut_EIv1.0_0035560",1,17,0,3,1366,"Biosynthesis of cofactors","KEGG"
"Ammut_EIv1.0_0035560",1,17,0,3,1366,"Biosynthesis of secondary metabolites","KEGG"
"Ammut_EIv1.0_0035560",1,17,0,3,1366,"Carbon metabolism","KEGG"
"Ammut_EIv1.0_0035560",1,17,0,3,1366,"Citrate cycle","KEGG"
"Ammut_EIv1.0_0035560",1,17,0,3,1366,"Glycine, serine and threonine metabolism","KEGG"
"Ammut_EIv1.0_0035560",1,17,0,3,1366,"Glycolysis / Gluconeogenesis","KEGG"
"Ammut_EIv1.0_0035560",1,17,0,3,1366,"Glyoxylate and dicarboxylate metabolism","KEGG"
"Ammut_EIv1.0_0035560",1,17,0,3,1366,"Lipoic acid metabolism","KEGG"
"Ammut_EIv1.0_0035560",1,17,0,3,1366,"Lysine degradation","KEGG"
"Ammut_EIv1.0_0035560",1,17,0,3,1366,"Metabolic pathways","KEGG"
"Ammut_EIv1.0_0035560",1,17,0,3,1366,"One carbon pool by folate","KEGG"
"Ammut_EIv1.0_0035560",1,17,0,3,1366,"Propanoate metabolism","KEGG"
"Ammut_EIv1.0_0035560",1,17,0,3,1366,"Pyruvate metabolism","KEGG"
"Ammut_EIv1.0_0035560",1,17,0,3,1366,"Tryptophan metabolism","KEGG"
"Ammut_EIv1.0_0035560",1,17,0,3,1366,"Valine, leucine and isoleucine degradation","KEGG"
"Ammut_EIv1.0_0036010",0,38,0,9,1304,"Biosynthesis of secondary metabolites","KEGG"
"Ammut_EIv1.0_0036010",0,38,0,9,1304,"Biosynthesis of unsaturated fatty acids","KEGG"
"Ammut_EIv1.0_0036010",0,38,0,9,1304,"Carbon metabolism","KEGG"
"Ammut_EIv1.0_0036010",0,38,0,9,1304,"Fatty acid degradation","KEGG"
"Ammut_EIv1.0_0036010",0,38,0,9,1304,"Fatty acid metabolism","KEGG"
"Ammut_EIv1.0_0036010",0,38,0,9,1304,"Metabolic pathways","KEGG"
"Ammut_EIv1.0_0036010",0,38,0,9,1304,"Peroxisome","KEGG"
"Ammut_EIv1.0_0036010",0,38,0,9,1304,"Propanoate metabolism","KEGG"
"Ammut_EIv1.0_0036010",0,38,0,9,1304,"alpha-Linolenic acid metabolism","KEGG"
"Ammut_EIv1.0_0036010",0,38,0,9,1304,"beta-Alanine metabolism","KEGG"
"Ammut_EIv1.0_0036590",0,8,0,4,579,"Ribosome","KEGG"
"Ammut_EIv1.0_0037030",2,9,2,4,1008,"mRNA surveillance pathway","KEGG"
"Ammut_EIv1.0_0037300",0,19,0,19,3201,"Carbohydrate metabolism","Reactome"
"Ammut_EIv1.0_0037300",0,19,0,19,3201,"Cellulose biosynthesis","Reactome"
"Ammut_EIv1.0_0037300",0,19,0,19,3201,"Metabolism and regulation","Reactome"
"Ammut_EIv1.0_0038840",2,1,2,0,816,"Proteasome","KEGG"
"Ammut_EIv1.0_0038850",0,2,11,15,1389,"Amino sugar and nucleotide sugar metabolism","KEGG"
"Ammut_EIv1.0_0038850",0,2,11,15,1389,"Biosynthesis of nucleotide sugars","KEGG"
"Ammut_EIv1.0_0038850",0,2,11,15,1389,"Biosynthesis of secondary metabolites","KEGG"
"Ammut_EIv1.0_0038850",0,2,11,15,1389,"Carbon metabolism","KEGG"
"Ammut_EIv1.0_0038850",0,2,11,15,1389,"Fructose and mannose metabolism","KEGG"
"Ammut_EIv1.0_0038850",0,2,11,15,1389,"Galactose metabolism","KEGG"
"Ammut_EIv1.0_0038850",0,2,11,15,1389,"Glycolysis / Gluconeogenesis","KEGG"
"Ammut_EIv1.0_0038850",0,2,11,15,1389,"Metabolic pathways","KEGG"
"Ammut_EIv1.0_0038850",0,2,11,15,1389,"Starch and sucrose metabolism","KEGG"
"Ammut_EIv1.0_0039840",0,3,1,10,996,"Biosynthesis of secondary metabolites","KEGG"
"Ammut_EIv1.0_0039840",0,3,1,10,996,"Carbon fixation by Calvin cycle","KEGG"
"Ammut_EIv1.0_0039840",0,3,1,10,996,"Carbon metabolism","KEGG"
"Ammut_EIv1.0_0039840",0,3,1,10,996,"Citrate cycle","KEGG"
"Ammut_EIv1.0_0039840",0,3,1,10,996,"Cysteine and methionine metabolism","KEGG"
"Ammut_EIv1.0_0039840",0,3,1,10,996,"Glyoxylate and dicarboxylate metabolism","KEGG"
"Ammut_EIv1.0_0039840",0,3,1,10,996,"Metabolic pathways","KEGG"
"Ammut_EIv1.0_0039840",0,3,1,10,996,"Pyruvate metabolism","KEGG"
"Ammut_EIv1.0_0039840",0,3,1,10,996,"Sulfoquinovose metabolism","KEGG"
"Ammut_EIv1.0_0040240",0,7,0,1,1620,"Brassinosteroid signaling","Reactome"
"Ammut_EIv1.0_0040240",0,7,0,1,1620,"Cornified envelope formation","KEGG"
"Ammut_EIv1.0_0040240",0,7,0,1,1620,"Growth and developmental processes","Reactome"
"Ammut_EIv1.0_0040240",0,7,0,1,1620,"Hormone signaling, transport, and metabolism","Reactome"
"Ammut_EIv1.0_0040240",0,7,0,1,1620,"Metabolism and regulation","Reactome"
"Ammut_EIv1.0_0040240",0,7,0,1,1620,"Regulation of seed size","Reactome"
"Ammut_EIv1.0_0040240",0,7,0,1,1620,"Reproductive structure development","Reactome"
"Ammut_EIv1.0_0040240",0,7,0,1,1620,"Seed development","Reactome"
"Ammut_EIv1.0_0040240",0,7,0,1,1620,"mRNA surveillance pathway","KEGG"
"Ammut_EIv1.0_0040280",1,1,0,13,531,"Endocytosis","KEGG"
"Ammut_EIv1.0_0040500",3,7,6,5,4677,"Protein processing in endoplasmic reticulum","KEGG"
"Ammut_EIv1.0_0040570",1,4,1,2,2790,"Cornified envelope formation","KEGG"
"Ammut_EIv1.0_0040570",1,4,1,2,2790,"Metabolic pathways","KEGG"
"Ammut_EIv1.0_0040570",1,4,1,2,2790,"Other glycan degradation","KEGG"
"Ammut_EIv1.0_0040570",1,4,1,2,2790,"Sphingolipid metabolism","KEGG"
"Ammut_EIv1.0_0040790",6,3,3,12,2799,"RNA degradation","KEGG"
"Ammut_EIv1.0_0040850",13,23,10,18,1818,"Biosynthesis of secondary metabolites","KEGG"
"Ammut_EIv1.0_0040850",13,23,10,18,1818,"Cutin, suberine and wax biosynthesis","KEGG"
"Ammut_EIv1.0_0041500",0,3,0,1,483,"Ribosome","KEGG"
"Ammut_EIv1.0_0041640",14,7,1,4,1185,"Biosynthesis of cofactors","KEGG"
"Ammut_EIv1.0_0041640",14,7,1,4,1185,"Biosynthesis of secondary metabolites","KEGG"
"Ammut_EIv1.0_0041640",14,7,1,4,1185,"Cofactor biosyntheses","Reactome"
"Ammut_EIv1.0_0041640",14,7,1,4,1185,"Flavin biosynthesis","Reactome"
"Ammut_EIv1.0_0041640",14,7,1,4,1185,"Metabolic pathways","KEGG"
"Ammut_EIv1.0_0041640",14,7,1,4,1185,"Metabolism and regulation","Reactome"
"Ammut_EIv1.0_0041640",14,7,1,4,1185,"Riboflavin metabolism","KEGG"
"Ammut_EIv1.0_0041790",1,11,1,4,1722,"RNA degradation","KEGG"
"Ammut_EIv1.0_0042150",0,10,0,3,1011,"Spliceosome","KEGG"
"Ammut_EIv1.0_0042980",13,16,5,13,2007,"Biosynthesis of amino acids","KEGG"
"Ammut_EIv1.0_0042980",13,16,5,13,2007,"Biosynthesis of secondary metabolites","KEGG"
"Ammut_EIv1.0_0042980",13,16,5,13,2007,"Carbon fixation by Calvin cycle","KEGG"
"Ammut_EIv1.0_0042980",13,16,5,13,2007,"Carbon metabolism","KEGG"
"Ammut_EIv1.0_0042980",13,16,5,13,2007,"Glycolysis / Gluconeogenesis","KEGG"
"Ammut_EIv1.0_0042980",13,16,5,13,2007,"Metabolic pathways","KEGG"
"Ammut_EIv1.0_0043340",0,3,0,7,545,"Polycomb repressive complex","KEGG"
"Ammut_EIv1.0_0043340",0,3,0,7,545,"Protein processing in endoplasmic reticulum","KEGG"
"Ammut_EIv1.0_0043340",0,3,0,7,545,"Ubiquitin mediated proteolysis","KEGG"
"Ammut_EIv1.0_0044160",3,3,2,7,3339,"Efferocytosis","KEGG"
"Ammut_EIv1.0_0045800",0,2,0,2,1317,"Viral life cycle - HIV-1","KEGG"
"Ammut_EIv1.0_0050400",4,7,3,11,1701,"Auxin signalling","Reactome"
"Ammut_EIv1.0_0050400",4,7,3,11,1701,"Growth and developmental processes","Reactome"
"Ammut_EIv1.0_0050400",4,7,3,11,1701,"Hormone signaling, transport, and metabolism","Reactome"
"Ammut_EIv1.0_0050400",4,7,3,11,1701,"Metabolism and regulation","Reactome"
"Ammut_EIv1.0_0050400",4,7,3,11,1701,"Plant hormone signal transduction","KEGG"
"Ammut_EIv1.0_0050400",4,7,3,11,1701,"Regulation of seed size","Reactome"
"Ammut_EIv1.0_0050400",4,7,3,11,1701,"Reproductive structure development","Reactome"
"Ammut_EIv1.0_0050400",4,7,3,11,1701,"Seed development","Reactome"
"Ammut_EIv1.0_0051760",3,18,4,2,3151,"RNA polymerase","KEGG"
"Ammut_EIv1.0_0053120",2,19,3,18,3588,"Response to cold temperature","Reactome"
"Ammut_EIv1.0_0053120",2,19,3,18,3588,"Responses to stimuli: abiotic stimuli and stresses","Reactome"
"Ammut_EIv1.0_0053940",0,4,1,8,1728,"Generation of precursor metabolites and energy","Reactome"
"Ammut_EIv1.0_0053940",0,4,1,8,1728,"Metabolism and regulation","Reactome"
"Ammut_EIv1.0_0053940",0,4,1,8,1728,"TCA cycle (plant)","Reactome"
"Ammut_EIv1.0_0054910",6,7,3,4,1443,"Spliceosome","KEGG"
"Ammut_EIv1.0_0055180",1,18,0,7,2838,"Motor proteins","KEGG"
"Ammut_EIv1.0_0055240",7,28,8,25,1597,"Biosynthesis of secondary metabolites","KEGG"
"Ammut_EIv1.0_0055240",7,28,8,25,1597,"Metabolic pathways","KEGG"
"Ammut_EIv1.0_0055240",7,28,8,25,1597,"Metabolism and regulation","Reactome"
"Ammut_EIv1.0_0055240",7,28,8,25,1597,"Phenylpropanoid biosynthesis","KEGG;Reactome"
"Ammut_EIv1.0_0055240",7,28,8,25,1597,"Secondary metabolism","Reactome"
"Ammut_EIv1.0_0057790",0,3,0,8,1050,"Hormone signaling, transport, and metabolism","Reactome"
"Ammut_EIv1.0_0057790",0,3,0,8,1050,"Metabolism and regulation","Reactome"
"Ammut_EIv1.0_0057790",0,3,0,8,1050,"Salicylic acid signaling","Reactome"
"Ammut_EIv1.0_0058070",1,2,0,5,1182,"Brassinosteroid signaling","Reactome"
"Ammut_EIv1.0_0058070",1,2,0,5,1182,"Growth and developmental processes","Reactome"
"Ammut_EIv1.0_0058070",1,2,0,5,1182,"Hormone signaling, transport, and metabolism","Reactome"
"Ammut_EIv1.0_0058070",1,2,0,5,1182,"Metabolism and regulation","Reactome"
"Ammut_EIv1.0_0058070",1,2,0,5,1182,"Plant hormone signal transduction","KEGG"
"Ammut_EIv1.0_0058070",1,2,0,5,1182,"Regulation of seed size","Reactome"
"Ammut_EIv1.0_0058070",1,2,0,5,1182,"Reproductive structure development","Reactome"
"Ammut_EIv1.0_0058070",1,2,0,5,1182,"Seed development","Reactome"
"Ammut_EIv1.0_0058770",2,4,2,2,1194,"Endocytosis","KEGG"
"Ammut_EIv1.0_0059560",6,3,2,7,1782,"Aminoacyl-tRNA biosynthesis","KEGG"
"Ammut_EIv1.0_0059800",0,8,0,8,1155,"Proteasome","KEGG"
"Ammut_EIv1.0_0060030",0,6,0,1,573,"Endocytosis","KEGG"
"Ammut_EIv1.0_0062590",2,14,2,7,1103,"Amino acid catabolism","Reactome"
"Ammut_EIv1.0_0062590",2,14,2,7,1103,"Amino acid metabolism","Reactome"
"Ammut_EIv1.0_0062590",2,14,2,7,1103,"Carbon metabolism","KEGG"
"Ammut_EIv1.0_0062590",2,14,2,7,1103,"Metabolic pathways","KEGG"
"Ammut_EIv1.0_0062590",2,14,2,7,1103,"Metabolism and regulation","Reactome"
"Ammut_EIv1.0_0062590",2,14,2,7,1103,"Propanoate metabolism","KEGG"
"Ammut_EIv1.0_0062590",2,14,2,7,1103,"Valine degradation","Reactome"
"Ammut_EIv1.0_0062590",2,14,2,7,1103,"Valine, leucine and isoleucine degradation","KEGG"
"Ammut_EIv1.0_0062590",2,14,2,7,1103,"beta-Alanine metabolism","KEGG"
"Ammut_EIv1.0_0062610",0,4,2,3,1143,"Carbohydrate metabolism","Reactome"
"Ammut_EIv1.0_0062610",0,4,2,3,1143,"Metabolism and regulation","Reactome"
"Ammut_EIv1.0_0062610",0,4,2,3,1143,"Trehalose biosynthesis I","Reactome"
"Ammut_EIv1.0_0062670",3,9,4,9,1897,"Lysosome biogenesis","KEGG"
"Ammut_EIv1.0_0063500",1,16,3,4,1068,"Biosynthesis of secondary metabolites","KEGG"
"Ammut_EIv1.0_0063500",1,16,3,4,1068,"Metabolic pathways","KEGG"
"Ammut_EIv1.0_0063500",1,16,3,4,1068,"Starch and sucrose metabolism","KEGG"
"Ammut_EIv1.0_0063540",0,3,0,2,825,"Circadian rhythm","Reactome"
"Ammut_EIv1.0_0063540",0,3,0,2,825,"Circadian rhythm - plant","KEGG"
"Ammut_EIv1.0_0063540",0,3,0,2,825,"Polycomb repressive complex","KEGG"
"Ammut_EIv1.0_0063540",0,3,0,2,825,"Ribosome biogenesis in eukaryotes","KEGG"
"Ammut_EIv1.0_0063680",6,21,3,7,1144,"Amino acid biosynthesis","Reactome"
"Ammut_EIv1.0_0063680",6,21,3,7,1144,"Amino acid metabolism","Reactome"
"Ammut_EIv1.0_0063680",6,21,3,7,1144,"Biosynthesis of amino acids","KEGG"
"Ammut_EIv1.0_0063680",6,21,3,7,1144,"Biosynthesis of secondary metabolites","KEGG"
"Ammut_EIv1.0_0063680",6,21,3,7,1144,"Chorismate biosynthesis","Reactome"
"Ammut_EIv1.0_0063680",6,21,3,7,1144,"Metabolic pathways","KEGG"
"Ammut_EIv1.0_0063680",6,21,3,7,1144,"Metabolism and regulation","Reactome"
"Ammut_EIv1.0_0063680",6,21,3,7,1144,"Phenylalanine, tyrosine and tryptophan biosynthesis","KEGG"
"Ammut_EIv1.0_0064310",6,36,1,12,1276,"Biosynthesis of amino acids","KEGG"
"Ammut_EIv1.0_0064310",6,36,1,12,1276,"Biosynthesis of cofactors","KEGG"
"Ammut_EIv1.0_0064310",6,36,1,12,1276,"Biosynthesis of secondary metabolites","KEGG"
"Ammut_EIv1.0_0064310",6,36,1,12,1276,"Carbon metabolism","KEGG"
"Ammut_EIv1.0_0064310",6,36,1,12,1276,"Cyanoamino acid metabolism","KEGG"
"Ammut_EIv1.0_0064310",6,36,1,12,1276,"Folate transport and metabolism","KEGG"
"Ammut_EIv1.0_0064310",6,36,1,12,1276,"Glycine, serine and threonine metabolism","KEGG"
"Ammut_EIv1.0_0064310",6,36,1,12,1276,"Glyoxylate and dicarboxylate metabolism","KEGG"
"Ammut_EIv1.0_0064310",6,36,1,12,1276,"Metabolic pathways","KEGG"
"Ammut_EIv1.0_0064310",6,36,1,12,1276,"One carbon pool by folate","KEGG"
"Ammut_EIv1.0_0065100",9,9,0,10,2532,"Nucleocytoplasmic transport","KEGG"
"Ammut_EIv1.0_0065200",3,20,4,8,1199,"Biosynthesis of cofactors","KEGG"
"Ammut_EIv1.0_0065200",3,20,4,8,1199,"Biosynthesis of secondary metabolites","KEGG"
"Ammut_EIv1.0_0065200",3,20,4,8,1199,"Metabolic pathways","KEGG"
"Ammut_EIv1.0_0065200",3,20,4,8,1199,"Ubiquinone and other terpenoid-quinone biosynthesis","KEGG"
"Ammut_EIv1.0_0066030",3,18,6,36,7425,"Autophagy - other","KEGG"
"Ammut_EIv1.0_0066030",3,18,6,36,7425,"Integrin signaling","KEGG"
"Ammut_EIv1.0_0066030",3,18,6,36,7425,"Lysosome biogenesis","KEGG"
"Ammut_EIv1.0_0066430",16,12,5,7,2157,"Biosynthesis of secondary metabolites","KEGG"
"Ammut_EIv1.0_0066430",16,12,5,7,2157,"Fatty acid degradation","KEGG"
"Ammut_EIv1.0_0066430",16,12,5,7,2157,"Fatty acid metabolism","KEGG"
"Ammut_EIv1.0_0066430",16,12,5,7,2157,"Metabolic pathways","KEGG"
