"gene_id","PN","PS","DN","DS","length","pathway_name","source"
"EVM0000824",0,5,0,3,909,"Biosynthesis of secondary metabolites","KEGG"
"EVM0000824",0,5,0,3,909,"Carbon fixation by Calvin cycle","KEGG"
"EVM0000824",0,5,0,3,909,"Carbon metabolism","KEGG"
"EVM0000824",0,5,0,3,909,"Glycolysis / Gluconeogenesis","KEGG"
"EVM0000824",0,5,0,3,909,"Lysine biosynthesis I","Reactome"
"EVM0000824",0,5,0,3,909,"Lysine biosynthesis II","Reactome"
"EVM0000824",0,5,0,3,909,"Metabolic pathways","KEGG"
"EVM0000824",0,5,0,3,909,"Metabolism and regulation","Reactome"
"EVM0000852",0,6,1,11,560,"Metabolic pathways","KEGG"
"EVM0000852",0,6,1,11,560,"Nucleotide metabolism","KEGG"
"EVM0000852",0,6,1,11,560,"Purine metabolism","KEGG"
"EVM0000853",2,5,8,7,2160,"Spliceosome","KEGG"
"EVM0000858",0,8,2,26,1172,"Amino acid biosynthesis","Reactome"
"EVM0000858",0,8,2,26,1172,"Amino acid metabolism","Reactome"
"EVM0000858",0,8,2,26,1172,"Biosynthesis of amino acids","KEGG"
"EVM0000858",0,8,2,26,1172,"Biosynthesis of secondary metabolites","KEGG"
"EVM0000858",0,8,2,26,1172,"Carbon fixation by Calvin cycle","KEGG"
"EVM0000858",0,8,2,26,1172,"Carbon metabolism","KEGG"
"EVM0000858",0,8,2,26,1172,"Glycolysis / Gluconeogenesis","KEGG"
"EVM0000858",0,8,2,26,1172,"Lysine biosynthesis I","Reactome"
"EVM0000858",0,8,2,26,1172,"Lysine biosynthesis II","Reactome"
"EVM0000858",0,8,2,26,1172,"Metabolic pathways","KEGG"
"EVM0000858",0,8,2,26,1172,"Metabolism and regulation","Reactome"
"EVM0000864",0,9,1,10,1556,"Protein processing in endoplasmic reticulum","KEGG"
"EVM0000879",6,14,8,11,1503,"Glycosylphosphatidylinositol","KEGG"
"EVM0000879",6,14,8,11,1503,"Metabolic pathways","KEGG"
"EVM0000881",4,21,3,13,679,"Basal transcription factors","KEGG"
"EVM0000881",4,21,3,13,679,"Nucleotide excision repair","KEGG"
"EVM0000937",9,63,0,25,1259,"Cornified envelope formation","KEGG"
"EVM0000937",9,63,0,25,1259,"mRNA surveillance pathway","KEGG"
"EVM0000977",0,25,0,8,909,"Biosynthesis of secondary metabolites","KEGG"
"EVM0000977",0,25,0,8,909,"Glycerolipid metabolism","KEGG"
"EVM0000977",0,25,0,8,909,"Metabolic pathways","KEGG"
"EVM0000982",0,5,0,2,384,"RNA degradation","KEGG"
"EVM0001055",14,46,19,21,1459,"Glycosylphosphatidylinositol","KEGG"
"EVM0001055",14,46,19,21,1459,"Metabolic pathways","KEGG"
"EVM0001185",0,20,0,9,932,"Ubiquitin mediated proteolysis","KEGG"
"EVM0001253",4,15,5,6,1474,"Alanine, aspartate and glutamate metabolism","KEGG"
"EVM0001253",4,15,5,6,1474,"Biosynthesis of cofactors","KEGG"
"EVM0001253",4,15,5,6,1474,"Biosynthesis of secondary metabolites","KEGG"
"EVM0001253",4,15,5,6,1474,"Metabolic pathways","KEGG"
"EVM0001253",4,15,5,6,1474,"Nucleotide metabolism","KEGG"
"EVM0001253",4,15,5,6,1474,"Purine metabolism","KEGG"
"EVM0001414",4,34,1,12,932,"Metabolic pathways","KEGG"
"EVM0001414",4,34,1,12,932,"Pyruvate metabolism","KEGG"
"EVM0001461",1,18,2,12,622,"Amino acid biosynthesis","Reactome"
"EVM0001461",1,18,2,12,622,"Amino acid metabolism","Reactome"
"EVM0001461",1,18,2,12,622,"Arginine and proline metabolism","KEGG"
"EVM0001461",1,18,2,12,622,"Arginine degradation","Reactome"
"EVM0001461",1,18,2,12,622,"Biosynthesis of amino acids","KEGG"
"EVM0001461",1,18,2,12,622,"Biosynthesis of secondary metabolites","KEGG"
"EVM0001461",1,18,2,12,622,"Metabolic pathways","KEGG"
"EVM0001461",1,18,2,12,622,"Metabolism and regulation","Reactome"
"EVM0001461",1,18,2,12,622,"Proline biosynthesis I","Reactome"
"EVM0001461",1,18,2,12,622,"Proline biosynthesis V (from arginine)","Reactome"
"EVM0001491",12,25,2,4,584,"Ubiquitin mediated proteolysis","KEGG"
"EVM0001522",3,10,1,7,1354,"Biosynthesis of cofactors","KEGG"
"EVM0001522",3,10,1,7,1354,"Biosynthesis of secondary metabolites","KEGG"
"EVM0001522",3,10,1,7,1354,"Cofactor biosyntheses","Reactome"
"EVM0001522",3,10,1,7,1354,"Metabolic pathways","KEGG"
"EVM0001522",3,10,1,7,1354,"Metabolism and regulation","Reactome"
"EVM0001522",3,10,1,7,1354,"Porphyrin metabolism","KEGG"
"EVM0001522",3,10,1,7,1354,"Tetrapyrrole biosynthesis I","Reactome"
"EVM0001604",9,11,2,6,1137,"Metabolic pathways","KEGG"
"EVM0001604",9,11,2,6,1137,"Various types of N-glycan biosynthesis","KEGG"
"EVM0001665",6,25,55,65,763,"Biosynthesis of secondary metabolites","KEGG"
"EVM0001665",6,25,55,65,763,"Biosynthesis of various plant secondary metabolites; Including: Crocin biosynthesis, Ginsenoside biosynthesis, Saponin adjuvant biosynthesis, Cannabidiol biosynthesis, Mugineic acid biosynthesis, Pentagalloylglucose biosynthesis, Benzoxazinoid biosynthesis, Gramine biosynthesis, Coumarin biosynthesis, Furanocoumarin biosynthesis, Hordatine biosynthesis, Podophyllotoxin biosynthesis","KEGG"
"EVM0001665",6,25,55,65,763,"Metabolic pathways","KEGG"
"EVM0001716",4,4,4,5,2223,"Virion - Hepatitis viruses","KEGG"
"EVM0001842",6,35,3,4,1463,"Lysosome biogenesis","KEGG"
"EVM0001896",2,22,7,17,1485,"Endocytosis","KEGG"
"EVM0001953",19,41,7,14,3476,"Nucleocytoplasmic transport","KEGG"
"EVM0001953",19,41,7,14,3476,"mRNA surveillance pathway","KEGG"
"EVM0002131",0,2,2,13,1959,"Auxin signalling","Reactome"
"EVM0002131",0,2,2,13,1959,"Growth and developmental processes","Reactome"
"EVM0002131",0,2,2,13,1959,"Hormone signaling, transport, and metabolism","Reactome"
"EVM0002131",0,2,2,13,1959,"Metabolism and regulation","Reactome"
"EVM0002131",0,2,2,13,1959,"Plant hormone signal transduction","KEGG"
"EVM0002131",0,2,2,13,1959,"Regulation of seed size","Reactome"
"EVM0002131",0,2,2,13,1959,"Reproductive structure development","Reactome"
"EVM0002131",0,2,2,13,1959,"Seed development","Reactome"
"EVM0002144",0,16,1,2,1253,"Biosynthesis of secondary metabolites","KEGG"
"EVM0002144",0,16,1,2,1253,"Metabolic pathways","KEGG"
"EVM0002144",0,16,1,2,1253,"Porphyrin metabolism","KEGG"
"EVM0002425",11,64,6,17,1632,"Plant hormone signal transduction","KEGG"
"EVM0002425",11,64,6,17,1632,"Plant-pathogen interaction","KEGG"
"EVM0002598",2,20,0,14,716,"Arachidonic acid metabolism","KEGG"
"EVM0002598",2,20,0,14,716,"Metabolic pathways","KEGG"
"EVM0002630",14,28,3,9,548,"Cysteine and methionine metabolism","KEGG"
"EVM0002630",14,28,3,9,548,"Metabolic pathways","KEGG"
"EVM0002633",0,13,0,3,599,"Amino acid biosynthesis","Reactome"
"EVM0002633",0,13,0,3,599,"Amino acid metabolism","Reactome"
"EVM0002633",0,13,0,3,599,"Isoleucine biosynthesis from threonine","Reactome"
"EVM0002633",0,13,0,3,599,"Metabolism and regulation","Reactome"
"EVM0002633",0,13,0,3,599,"Valine biosynthesis","Reactome"
"EVM0002646",6,62,3,30,1262,"Metabolic pathways","KEGG"
"EVM0002646",6,62,3,30,1262,"N-Glycan biosynthesis","KEGG"
"EVM0002646",6,62,3,30,1262,"Various types of N-glycan biosynthesis","KEGG"
"EVM0002811",9,66,19,36,3567,"RNA polymerase","KEGG"
"EVM0002826",28,31,4,2,3619,"Lysosome biogenesis","KEGG"
"EVM0002873",11,58,4,39,2319,"Ribosome biogenesis in eukaryotes","KEGG"
"EVM0003018",9,32,6,13,2412,"Anther and pollen development","Reactome"
"EVM0003018",9,32,6,13,2412,"Growth and developmental processes","Reactome"
"EVM0003018",9,32,6,13,2412,"Reproductive structure development","Reactome"
"EVM0003022",18,54,11,11,2099,"Amino acid biosynthesis","Reactome"
"EVM0003022",18,54,11,11,2099,"Amino acid metabolism","Reactome"
"EVM0003022",18,54,11,11,2099,"Beta-alanine biosynthesis II","Reactome"
"EVM0003022",18,54,11,11,2099,"Biosynthesis of secondary metabolites","KEGG"
"EVM0003022",18,54,11,11,2099,"Fatty acid degradation","KEGG"
"EVM0003022",18,54,11,11,2099,"Fatty acid metabolism","KEGG"
"EVM0003022",18,54,11,11,2099,"Metabolic pathways","KEGG"
"EVM0003022",18,54,11,11,2099,"Metabolism and regulation","Reactome"
"EVM0003022",18,54,11,11,2099,"alpha-Linolenic acid metabolism","KEGG"
"EVM0003157",1,5,2,2,970,"Biosynthesis of amino acids","KEGG"
"EVM0003157",1,5,2,2,970,"Biosynthesis of secondary metabolites","KEGG"
"EVM0003157",1,5,2,2,970,"Carbon fixation by Calvin cycle","KEGG"
"EVM0003157",1,5,2,2,970,"Carbon metabolism","KEGG"
"EVM0003157",1,5,2,2,970,"Metabolic pathways","KEGG"
"EVM0003157",1,5,2,2,970,"Pentose phosphate pathway","KEGG"
"EVM0003403",15,15,1,3,472,"MAPK signaling pathway - plant","KEGG"
"EVM0003431",0,8,1,7,1092,"Biosynthesis of secondary metabolites","KEGG"
"EVM0003431",0,8,1,7,1092,"Fatty acid and lipid metabolism","Reactome"
"EVM0003431",0,8,1,7,1092,"Glycerolipid metabolism","KEGG"
"EVM0003431",0,8,1,7,1092,"Glycerophospholipid metabolism","KEGG"
"EVM0003431",0,8,1,7,1092,"Metabolic pathways","KEGG"
"EVM0003431",0,8,1,7,1092,"Metabolism and regulation","Reactome"
"EVM0003431",0,8,1,7,1092,"Phospholipid biosynthesis I","Reactome"
"EVM0003457",1,14,1,6,1590,"Biosynthesis of amino acids","KEGG"
"EVM0003457",1,14,1,6,1590,"Biosynthesis of secondary metabolites","KEGG"
"EVM0003457",1,14,1,6,1590,"Carbon metabolism","KEGG"
"EVM0003457",1,14,1,6,1590,"Glycolysis / Gluconeogenesis","KEGG"
"EVM0003457",1,14,1,6,1590,"Metabolic pathways","KEGG"
"EVM0003457",1,14,1,6,1590,"Pyruvate metabolism","KEGG"
"EVM0003511",0,31,6,14,1713,"RNA degradation","KEGG"
"EVM0003548",0,2,3,11,1191,"Galactosylcyclitol biosynthesis","Reactome"
"EVM0003548",0,2,3,11,1191,"Metabolism and regulation","Reactome"
"EVM0003548",0,2,3,11,1191,"Secondary metabolism","Reactome"
"EVM0003614",0,1,1,5,1024,"mRNA surveillance pathway","KEGG"
"EVM0003867",3,13,3,11,1222,"Efferocytosis","KEGG"
"EVM0003867",3,13,3,11,1222,"Metabolic pathways","KEGG"
"EVM0003867",3,13,3,11,1222,"Sphingolipid metabolism","KEGG"
"EVM0003881",10,85,8,33,2475,"Ubiquitin mediated proteolysis","KEGG"
"EVM0003961",4,18,0,5,1287,"Nucleocytoplasmic transport","KEGG"
"EVM0003961",4,18,0,5,1287,"Spliceosome","KEGG"
"EVM0003961",4,18,0,5,1287,"mRNA surveillance pathway","KEGG"
"EVM0003991",2,51,1,22,1751,"Metabolic pathways","KEGG"
"EVM0003991",2,51,1,22,1751,"Starch and sucrose metabolism","KEGG"
"EVM0004041",0,6,0,3,567,"Protein processing in endoplasmic reticulum","KEGG"
"EVM0004063",9,35,3,17,1354,"Amino sugar and nucleotide sugar metabolism","KEGG"
"EVM0004063",9,35,3,17,1354,"Glycosaminoglycan degradation","KEGG"
"EVM0004063",9,35,3,17,1354,"Glycosphingolipid biosynthesis - ganglio series","KEGG"
"EVM0004063",9,35,3,17,1354,"Glycosphingolipid biosynthesis - globo and isoglobo series","KEGG"
"EVM0004063",9,35,3,17,1354,"Lysosome biogenesis","KEGG"
"EVM0004063",9,35,3,17,1354,"Metabolic pathways","KEGG"
"EVM0004063",9,35,3,17,1354,"Other glycan degradation","KEGG"
"EVM0004063",9,35,3,17,1354,"Sphingolipid metabolism","KEGG"
"EVM0004063",9,35,3,17,1354,"Various types of N-glycan biosynthesis","KEGG"
"EVM0004068",26,45,4,9,2155,"Glycosaminoglycan degradation","KEGG"
"EVM0004068",26,45,4,9,2155,"Lysosome biogenesis","KEGG"
"EVM0004068",26,45,4,9,2155,"Metabolic pathways","KEGG"
"EVM0004085",3,8,2,4,306,"Metabolic pathways","KEGG"
"EVM0004085",3,8,2,4,306,"Oxidative phosphorylation","KEGG"
"EVM0004138",0,17,1,11,1476,"Hormone signaling, transport, and metabolism","Reactome"
"EVM0004138",0,17,1,11,1476,"Jasmonic acid signaling","Reactome"
"EVM0004138",0,17,1,11,1476,"Metabolism and regulation","Reactome"
"EVM0004138",0,17,1,11,1476,"Plant hormone signal transduction","KEGG"
"EVM0004359",2,86,2,25,2174,"Biosynthesis of secondary metabolites","KEGG"
"EVM0004359",2,86,2,25,2174,"Cytoskeleton in muscle cells","KEGG"
"EVM0004359",2,86,2,25,2174,"Metabolic pathways","KEGG"
"EVM0004359",2,86,2,25,2174,"Nucleotide metabolism","KEGG"
"EVM0004359",2,86,2,25,2174,"Purine metabolism","KEGG"
"EVM0004485",1,1,2,7,1100,"Viral life cycle - HIV-1","KEGG"
"EVM0004497",25,66,12,9,1657,"Biosynthesis of secondary metabolites","KEGG"
"EVM0004497",25,66,12,9,1657,"Biosynthesis of various plant secondary metabolites; Including: Crocin biosynthesis, Ginsenoside biosynthesis, Saponin adjuvant biosynthesis, Cannabidiol biosynthesis, Mugineic acid biosynthesis, Pentagalloylglucose biosynthesis, Benzoxazinoid biosynthesis, Gramine biosynthesis, Coumarin biosynthesis, Furanocoumarin biosynthesis, Hordatine biosynthesis, Podophyllotoxin biosynthesis","KEGG"
"EVM0004497",25,66,12,9,1657,"Cyanoamino acid metabolism","KEGG"
"EVM0004497",25,66,12,9,1657,"Metabolic pathways","KEGG"
"EVM0004497",25,66,12,9,1657,"Starch and sucrose metabolism","KEGG"
"EVM0004546",0,30,3,16,735,"SNARE interactions in vesicular transport","KEGG"
"EVM0004710",0,4,0,13,1102,"ATP-dependent chromatin remodeling","KEGG"
"EVM0004721",5,37,0,15,1955,"ABC transporters","KEGG"
"EVM0004721",5,37,0,15,1955,"Folate transport and metabolism","KEGG"
"EVM0004893",2,42,1,7,646,"Biosynthesis of cofactors","KEGG"
"EVM0004893",2,42,1,7,646,"Biosynthesis of secondary metabolites","KEGG"
"EVM0004893",2,42,1,7,646,"Metabolic pathways","KEGG"
"EVM0004893",2,42,1,7,646,"Ubiquinone and other terpenoid-quinone biosynthesis","KEGG"
"EVM0004902",0,24,0,3,932,"Cadherin signaling","KEGG"
"EVM0004902",0,24,0,3,932,"mRNA surveillance pathway","KEGG"
"EVM0004908",0,4,0,8,1053,"Lysosome biogenesis","KEGG"
"EVM0004908",0,4,0,8,1053,"Metabolic pathways","KEGG"
"EVM0004908",0,4,0,8,1053,"Oxidative phosphorylation","KEGG"
"EVM0004908",0,4,0,8,1053,"Phagosome","KEGG"
"EVM0004929",0,12,1,6,819,"Metabolic pathways","KEGG"
"EVM0004929",0,12,1,6,819,"Photosynthesis - antenna proteins","KEGG"
"EVM0005035",2,49,3,17,1419,"Amino sugar and nucleotide sugar metabolism","KEGG"
"EVM0005035",2,49,3,17,1419,"Biosynthesis of nucleotide sugars","KEGG"
"EVM0005035",2,49,3,17,1419,"Biosynthesis of various nucleotide sugars","KEGG"
"EVM0005035",2,49,3,17,1419,"Metabolic pathways","KEGG"
"EVM0005052",0,12,0,7,1144,"Brassinosteroid signaling","Reactome"
"EVM0005052",0,12,0,7,1144,"Growth and developmental processes","Reactome"
"EVM0005052",0,12,0,7,1144,"Hormone signaling, transport, and metabolism","Reactome"
"EVM0005052",0,12,0,7,1144,"Metabolism and regulation","Reactome"
"EVM0005052",0,12,0,7,1144,"Plant hormone signal transduction","KEGG"
"EVM0005052",0,12,0,7,1144,"Regulation of seed size","Reactome"
"EVM0005052",0,12,0,7,1144,"Reproductive structure development","Reactome"
"EVM0005052",0,12,0,7,1144,"Seed development","Reactome"
"EVM0005152",2,19,3,11,1675,"DNA replication","KEGG"
"EVM0005152",2,19,3,11,1675,"Fanconi anemia pathway","KEGG"
"EVM0005152",2,19,3,11,1675,"Homologous recombination","KEGG"
"EVM0005152",2,19,3,11,1675,"Mismatch repair","KEGG"
"EVM0005152",2,19,3,11,1675,"Nucleotide excision repair","KEGG"
"EVM0005201",21,39,6,5,1918,"Lysosome biogenesis","KEGG"
"EVM0005295",0,44,0,10,698,"Biosynthesis of cofactors","KEGG"
"EVM0005295",0,44,0,10,698,"Biosynthesis of secondary metabolites","KEGG"
"EVM0005295",0,44,0,10,698,"Metabolic pathways","KEGG"
"EVM0005295",0,44,0,10,698,"Porphyrin metabolism","KEGG"
"EVM0005327",6,36,4,16,1358,"Arginine and proline metabolism","KEGG"
"EVM0005327",6,36,4,16,1358,"Ascorbate and aldarate metabolism","KEGG"
"EVM0005327",6,36,4,16,1358,"Biosynthesis of cofactors","KEGG"
"EVM0005327",6,36,4,16,1358,"Biosynthesis of secondary metabolites","KEGG"
"EVM0005327",6,36,4,16,1358,"Fatty acid degradation","KEGG"
"EVM0005327",6,36,4,16,1358,"Glycerolipid metabolism","KEGG"
"EVM0005327",6,36,4,16,1358,"Glycolysis / Gluconeogenesis","KEGG"
"EVM0005327",6,36,4,16,1358,"Histidine metabolism","KEGG"
"EVM0005327",6,36,4,16,1358,"Lysine degradation","KEGG"
"EVM0005327",6,36,4,16,1358,"Metabolic pathways","KEGG"
"EVM0005327",6,36,4,16,1358,"Pantothenate and CoA biosynthesis","KEGG"
"EVM0005327",6,36,4,16,1358,"Pyruvate metabolism","KEGG"
"EVM0005327",6,36,4,16,1358,"Tryptophan metabolism","KEGG"
"EVM0005327",6,36,4,16,1358,"Valine, leucine and isoleucine degradation","KEGG"
"EVM0005327",6,36,4,16,1358,"beta-Alanine metabolism","KEGG"
"EVM0005619",0,5,2,6,796,"Nucleocytoplasmic transport","KEGG"
"EVM0005690",2,12,10,13,2767,"Nucleocytoplasmic transport","KEGG"
"EVM0005773",16,12,3,13,952,"Base excision repair","KEGG"
"EVM0005817",6,67,3,22,1164,"Amino acid metabolism","Reactome"
"EVM0005817",6,67,3,22,1164,"Arginine and proline metabolism","KEGG"
"EVM0005817",6,67,3,22,1164,"Arginine biosynthesis","KEGG"
"EVM0005817",6,67,3,22,1164,"Biosynthesis of secondary metabolites","KEGG"
"EVM0005817",6,67,3,22,1164,"Citrulline-nitric oxide cycle","Reactome"
"EVM0005817",6,67,3,22,1164,"Metabolic pathways","KEGG"
"EVM0005817",6,67,3,22,1164,"Metabolism and regulation","Reactome"
"EVM0005817",6,67,3,22,1164,"Plant-pathogen interaction","KEGG"
"EVM0006020",1,1,3,9,782,"Biosynthesis of secondary metabolites","KEGG"
"EVM0006020",1,1,3,9,782,"Metabolic pathways","KEGG"
"EVM0006020",1,1,3,9,782,"Phenylpropanoid biosynthesis","KEGG"
"EVM0006079",0,27,2,13,1241,"Biosynthesis of secondary metabolites","KEGG"
"EVM0006079",0,27,2,13,1241,"Cofactor biosyntheses","Reactome"
"EVM0006079",0,27,2,13,1241,"Metabolic pathways","KEGG"
"EVM0006079",0,27,2,13,1241,"Metabolism and regulation","Reactome"
"EVM0006079",0,27,2,13,1241,"Methylerythritol phosphate pathway","Reactome"
"EVM0006079",0,27,2,13,1241,"Terpenoid backbone biosynthesis","KEGG"
"EVM0006136",6,4,3,4,1637,"Biosynthesis of secondary metabolites","KEGG"
"EVM0006136",6,4,3,4,1637,"Biosynthesis of unsaturated fatty acids","KEGG"
"EVM0006136",6,4,3,4,1637,"Carbon metabolism","KEGG"
"EVM0006136",6,4,3,4,1637,"Fatty acid degradation","KEGG"
"EVM0006136",6,4,3,4,1637,"Fatty acid metabolism","KEGG"
"EVM0006136",6,4,3,4,1637,"Metabolic pathways","KEGG"
"EVM0006136",6,4,3,4,1637,"Peroxisome","KEGG"
"EVM0006136",6,4,3,4,1637,"Propanoate metabolism","KEGG"
"EVM0006136",6,4,3,4,1637,"alpha-Linolenic acid metabolism","KEGG"
"EVM0006136",6,4,3,4,1637,"beta-Alanine metabolism","KEGG"
"EVM0006159",0,5,1,2,675,"Metabolic pathways","KEGG"
"EVM0006159",0,5,1,2,675,"Peroxisome","KEGG"
"EVM0006167",5,29,6,22,958,"Amino acid biosynthesis","Reactome"
"EVM0006167",5,29,6,22,958,"Amino acid metabolism","Reactome"
"EVM0006167",5,29,6,22,958,"Chorismate biosynthesis","Reactome"
"EVM0006167",5,29,6,22,958,"Metabolism and regulation","Reactome"
"EVM0006170",4,9,0,4,389,"Cell cycle","Reactome"
"EVM0006170",4,9,0,4,389,"Cellular processes","Reactome"
"EVM0006170",4,9,0,4,389,"DNA strand Elongation","Reactome"
"EVM0006170",4,9,0,4,389,"Lagging strand synthesis","Reactome"
"EVM0006170",4,9,0,4,389,"Leading strand synthesis","Reactome"
"EVM0006170",4,9,0,4,389,"Maturation","Reactome"
"EVM0006170",4,9,0,4,389,"Mitosis","Reactome"
"EVM0006170",4,9,0,4,389,"S phase","Reactome"
"EVM0006170",4,9,0,4,389,"Synthesis of DNA","Reactome"
"EVM0006186",6,16,3,8,991,"Endocytosis","KEGG"
"EVM0006206",0,12,0,5,624,"Spliceosome","KEGG"
"EVM0006279",9,24,2,12,714,"Biosynthesis of cofactors","KEGG"
"EVM0006279",9,24,2,12,714,"Biosynthesis of secondary metabolites","KEGG"
"EVM0006279",9,24,2,12,714,"Cofactor biosyntheses","Reactome"
"EVM0006279",9,24,2,12,714,"Metabolic pathways","KEGG"
"EVM0006279",9,24,2,12,714,"Metabolism and regulation","Reactome"
"EVM0006279",9,24,2,12,714,"Porphyrin metabolism","KEGG"
"EVM0006279",9,24,2,12,714,"Tetrapyrrole biosynthesis I","Reactome"
